지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
강남,2017-01-01,3.5,-0.4,7,0,3.3,1.3,73.1
서초,2017-01-01,3.6,-1.8,8.6,0,3.5,1,104.1
강동,2017-01-01,2.3,-1.9,6.4,0,3.2,0.9,14.1
송파,2017-01-01,4.2,-0.1,7.8,0,2.9,1,137.8
강서,2017-01-01,4.8,1.1,7.8,0,3.9,1.7,115.3
양천,2017-01-01,4.5,-0.4,8.3,0,3.6,0.6,171.6
도봉,2017-01-01,2.6,-2,6.8,0,2.6,0.4,227.8
노원,2017-01-01,0.9,-6,6.8,0,3.3,0.8,73.1
동대문,2017-01-01,3.8,-0.7,7.9,0,2.9,0.8,59.1
중랑,2017-01-01,3.5,-0.6,7.1,0,5.2,0.9,120.9
마포,2017-01-01,4.5,0.8,7.7,0,4.6,2,118.1
서대문,2017-01-01,3.9,0.3,7.5,0,4.4,1.6,73.1
광진,2017-01-01,3.2,-1.3,7.2,0,2.9,0.7,81.6
성북,2017-01-01,3.1,-0.5,6.8,0,3.5,0.6,202.5
용산,2017-01-01,4,-0.5,7.8,0,3.3,1.1,33.8
은평,2017-01-01,1.7,-4,7.6,0,3.8,0.3,180
금천,2017-01-01,4.6,0.6,8,0,3.6,0.7,165.9
중구,2017-01-01,3.4,-0.4,6.7,0,4.1,1.1,98.1
성동,2017-01-01,4.6,0.5,7.9,0,3.3,0.7,154.7
종로,2017-01-01,2.5,-0.3,5.5,0,4.3,1.3,137.8
구로,2017-01-01,3.8,-1.3,8,0,5.2,0.8,236.3
강북,2017-01-01,3.8,-0.3,7.5,0,3.5,0.7,188.4
관악,2017-01-01,3.5,-0.6,7.4,0,5,1.9,213.8
영등포,2017-01-01,4.9,0.8,8.7,0,2.9,0.4,191.3
동작,2017-01-01,2.1,-3.4,8,0,2.9,0.5,2.8
강남,2017-01-02,6.2,3.7,9.4,0,5.8,1.6,196.9
서초,2017-01-02,6.6,3.9,10.1,0,5.1,1.5,343.1
강동,2017-01-02,5.2,2.6,9.6,0,4.2,0.9,250.3
송파,2017-01-02,6.5,4,10.2,0,5.9,1.7,292.5
강서,2017-01-02,6,2.2,8.8,0,5,1.7,284.1
양천,2017-01-02,6.4,3.2,9.8,0,4.4,1.1,317.8
도봉,2017-01-02,5.6,2.1,9.4,0,6.4,1,253.1
노원,2017-01-02,4.7,0,9,0,5.1,1,315
동대문,2017-01-02,6.1,4,9.1,0.5,6.6,1.3,281.3
중랑,2017-01-02,6,3.9,8.9,0.5,7,1.7,213.8
마포,2017-01-02,5.9,2.1,9.4,0,8.7,2.6,281.3
서대문,2017-01-02,5.7,2,9.8,0,5,1.5,230.6
광진,2017-01-02,6,3.7,9.5,0,6.2,1.5,295.3
성북,2017-01-02,5.3,2.6,8.6,0,7.3,1.1,230.6
용산,2017-01-02,6.2,3.3,10.3,0,5.4,1.2,222.2
은평,2017-01-02,5.2,-0.9,8.9,0,5.3,0.8,163.1
금천,2017-01-02,6.4,3.6,9,0,5.5,1.6,261.6
중구,2017-01-02,4.7,1.5,8.2,0,6.7,2,338.7
성동,2017-01-02,6.7,4.3,10,0.5,7.5,1.8,250.3
종로,2017-01-02,4,0.6,6.8,0,8.5,1.7,329.1
구로,2017-01-02,5.6,2.2,9.7,0,7.3,1.8,213.8
강북,2017-01-02,6.1,3.6,9.1,0,10.1,1.8,278.4
관악,2017-01-02,5.4,2.4,8,0,6.5,2.5,213.8
영등포,2017-01-02,6.4,3.2,10.1,0,4.5,1,289.7
동작,2017-01-02,5.8,2.7,9.7,0,5.6,1.1,255.9
강남,2017-01-03,4,1.1,7.2,0,5.6,1.7,227.8
서초,2017-01-03,3.3,-0.8,8.3,0,4.8,1.3,298.1
강동,2017-01-03,2.7,-1.8,7.2,0,7.3,0.9,208.1
송파,2017-01-03,4.2,0.6,8.5,0,4.8,1.3,284.1
강서,2017-01-03,3.5,-0.3,7,0,4.9,1,241.9
양천,2017-01-03,3.6,-0.3,8.1,0,4.5,0.7,278.4
도봉,2017-01-03,1.8,-2.6,7.4,0,4.6,0.8,281.3
노원,2017-01-03,0.1,-5.8,7.6,0,5.2,1,295.3
동대문,2017-01-03,3.8,-0.1,7.8,0,6.4,1.3,272.8
중랑,2017-01-03,3.4,-0.2,7.5,0,6.7,1.4,250.3
마포,2017-01-03,3.4,-0.6,7.6,0,6.4,1.8,281.3
서대문,2017-01-03,2.1,-2.1,7.4,0,4.5,0.9,272.8
광진,2017-01-03,3.5,-0.5,7.2,0,6.1,1.4,244.7
성북,2017-01-03,2.9,-1.3,6.6,0,7.6,1.3,239.1
용산,2017-01-03,3.7,0.1,7.4,0,6.6,1.5,216.6
은평,2017-01-03,-0.4,-5.2,6.7,0,5,0.5,219.4
금천,2017-01-03,3.2,-0.2,6.9,0,5.1,1.5,284.1
중구,2017-01-03,2.2,-0.8,6.4,0,5.7,2,306.9
성동,2017-01-03,4.3,1.4,7.8,0,7.5,1.9,230.6
종로,2017-01-03,1.3,-1.6,4.8,0,7,1.8,244.7
구로,2017-01-03,2.2,-1.9,7.4,0,7.4,1.3,241.9
강북,2017-01-03,3.3,-0.4,7.6,0,7.5,1.4,295.3
관악,2017-01-03,1.2,-3.1,6.4,0,5,1.7,182.8
영등포,2017-01-03,4,0.9,7.9,0,5,0.9,225
동작,2017-01-03,1.2,-3.9,8,0,5.3,1,278.4
강남,2017-01-04,5.4,2.5,9.3,0,6.5,1.4,315
서초,2017-01-04,5.1,1.6,9.5,0,5.4,1.3,320.6
강동,2017-01-04,3.9,0.2,9,0,5.6,0.9,205.3
송파,2017-01-04,5.8,2.6,9.8,0,4.1,1.1,25.3
강서,2017-01-04,4.9,2.6,9.4,0,3.5,1.2,298.1
양천,2017-01-04,5.5,2.8,10.1,0,4,0.8,255.9
도봉,2017-01-04,4,-0.1,9.8,0,4.9,0.8,289.7
노원,2017-01-04,1.8,-3.8,9.6,0,4.3,0.9,309.4
동대문,2017-01-04,5.4,1.9,9.7,0,7.1,1.1,239.1
중랑,2017-01-04,5,1.8,9.3,0,6.5,1.2,205.3
마포,2017-01-04,4.9,2.3,9.1,0,7.1,2,281.3
서대문,2017-01-04,4.1,1.3,8.8,0,4.7,1,317.8
광진,2017-01-04,4.7,1.1,8.9,0,5.7,1.2,253.1
성북,2017-01-04,4.6,1.6,8.9,0,6.9,1.2,281.3
용산,2017-01-04,5.3,2.6,9.5,0,4.6,0.9,281.3
은평,2017-01-04,1.2,-3,8.7,0,4.4,0.5,306.6
금천,2017-01-04,4.9,2,9.3,0,5.8,1.2,289.7
중구,2017-01-04,4.1,2,7.3,0,6.4,1.7,303.1
성동,2017-01-04,6,3.4,9.5,0,8,1.5,258.8
종로,2017-01-04,3.7,1.8,6.4,0,6.3,1.8,309.4
구로,2017-01-04,4,0.6,9.4,0,5.8,1.3,298.1
강북,2017-01-04,5.1,2.2,9.8,0,6.3,1.2,286.9
관악,2017-01-04,3,-1.3,9.2,0,6.1,1.7,222.2
영등포,2017-01-04,5.9,3.9,9.9,0,3.9,0.8,345.9
동작,2017-01-04,2.7,-1.8,10,0,4.4,0.8,278.4
강남,2017-01-05,5,1.6,7.8,0,6.5,1.8,67.5
서초,2017-01-05,5.2,0,8.4,0,4.2,1.2,101.3
강동,2017-01-05,4.1,-0.9,7.5,0,7.2,1.4,19.7
송파,2017-01-05,5.6,1.5,8.7,0,5.7,1.4,70.3
강서,2017-01-05,4.7,0.6,8.2,0,7.7,1.9,104.1
양천,2017-01-05,5.3,1.4,8.4,0,5.2,1.1,59.1
도봉,2017-01-05,3.8,-1.2,8.2,0,4.6,0.8,42.2
노원,2017-01-05,2.8,-5.2,7.9,0,8.8,1.9,67.5
동대문,2017-01-05,5,1.5,8.1,0,6.7,1.6,70.3
중랑,2017-01-05,4.8,1.2,7.9,0,9.1,2.6,59.1
마포,2017-01-05,5.3,1.4,7.8,0,10.1,3,78.8
서대문,2017-01-05,4.8,-0.4,7.6,0,6.9,1.5,210.9
광진,2017-01-05,4.9,-0.1,7.9,0,6.1,1.8,70.3
성북,2017-01-05,4.5,0.9,7.4,0,8.3,2,45
용산,2017-01-05,5.2,1,8,0,7.6,2.5,56.3
은평,2017-01-05,3.2,-4,8,0,7.8,1.1,56.3
금천,2017-01-05,5.1,1.5,7.9,0,7,2.1,101.3
중구,2017-01-05,3.5,0.7,6.2,0,8,3.8,88.5
성동,2017-01-05,5.8,2.4,8.5,0,9.2,2.7,92.8
종로,2017-01-05,3.6,1.6,5.6,0,11.1,3.9,75.9
구로,2017-01-05,4.6,-0.1,7.8,0,9.9,2.9,84.4
강북,2017-01-05,4.7,1.1,8.3,0,5.8,1.3,50.6
관악,2017-01-05,4,-1.8,7,0,5.3,1.3,2.8
영등포,2017-01-05,5.6,2.1,8.4,0,4.3,0.8,45
동작,2017-01-05,4.1,-2.6,8.5,0,6.3,0.9,90
강남,2017-01-06,6.7,4.1,10.5,0,4.5,1.4,286.9
서초,2017-01-06,6.8,3,11.3,0,4.6,1.3,120.9
강동,2017-01-06,5.4,2,9.7,0,5.8,1,135
송파,2017-01-06,7.3,4.6,11,0,4.5,1.1,53.4
강서,2017-01-06,6.5,4.2,10.9,0,7.3,2.1,115.3
양천,2017-01-06,6.9,4.3,11.1,0,4.7,1.1,120.9
도봉,2017-01-06,5.3,1.6,10.3,0,4.3,0.8,205.3
노원,2017-01-06,3,-2.8,9.8,0,5.6,1,53.4
동대문,2017-01-06,6.6,4,10.6,0,5.9,1.2,98.4
중랑,2017-01-06,6.3,3.9,10.2,0,8.2,1.9,78.8
마포,2017-01-06,6.5,4.1,10.3,0,9.3,2.7,73.1
서대문,2017-01-06,5.6,3.5,10.9,0,6.2,1.6,171.6
광진,2017-01-06,6.1,3.4,10,0,3.8,1.1,267.2
성북,2017-01-06,5.6,2.4,9.9,0,5.9,1.6,64.7
용산,2017-01-06,6.5,4.1,10.9,0,5.7,1.7,47.8
은평,2017-01-06,3.7,-1.7,9.9,0,6.9,0.9,140.6
금천,2017-01-06,6.5,4.5,11.2,0,5.1,1.5,53.4
중구,2017-01-06,5,2.2,9,0,7,2.5,58.5
성동,2017-01-06,7.4,4.7,11,0,5.9,1.5,267.2
종로,2017-01-06,4.4,1.5,8.3,0,9.4,2.7,90
구로,2017-01-06,6.2,2.8,10.9,0,7.3,2,87.2
강북,2017-01-06,6.3,3.7,10.4,0,3.9,1,61.9
관악,2017-01-06,4.7,0.9,9.7,0,5.8,1.6,157.5
영등포,2017-01-06,7.1,4.7,10.9,0,4.6,0.7,205.3
동작,2017-01-06,4.6,0.2,11.2,0,4.4,0.7,101.3
강남,2017-01-07,5.7,1.4,10.1,0,3.3,1.1,50.6
서초,2017-01-07,5.6,0.6,10.8,0,3.2,1.1,278.4
강동,2017-01-07,4.1,-0.8,9.1,0,3.8,1,2.8
송파,2017-01-07,6,1.6,10.5,0,2.7,0.8,0
강서,2017-01-07,5.7,1.2,10,0,3.8,0.9,126.6
양천,2017-01-07,5.9,1.6,10.5,0,3.6,0.6,14.1
도봉,2017-01-07,3.5,-1.4,10,0,3.9,0.5,185.6
노원,2017-01-07,1.2,-4.6,9.4,0,3.2,0.7,33.8
동대문,2017-01-07,5.8,1.3,10.3,0,4.3,0.9,70.3
중랑,2017-01-07,5.4,0.9,9.7,0,3.7,1.2,357.2
마포,2017-01-07,6.2,2.6,10.4,0,6.5,1.5,87.2
서대문,2017-01-07,5.6,0.8,10.2,0,4.7,1.1,75.9
광진,2017-01-07,5,0.6,9.8,0,4.2,0.9,98.4
성북,2017-01-07,5,0.6,9.2,0,3.8,0.7,87.2
용산,2017-01-07,6,1.7,10.7,0,3.3,0.9,28.1
은평,2017-01-07,1.7,-3,9,0,2.9,0.4,278.4
금천,2017-01-07,6,1.4,10.3,0,4.1,1.1,14.1
중구,2017-01-07,4.9,1,9.1,0,6,2.1,78
성동,2017-01-07,6.5,2,10.7,0,4.2,1,210.9
종로,2017-01-07,4.7,1.5,7.5,0,6.2,1.8,33.8
구로,2017-01-07,5,0.1,10.1,0,5.3,1.3,351.6
강북,2017-01-07,5.1,0.9,9.9,0,3.9,0.9,171.6
관악,2017-01-07,3.6,-0.7,9.7,0,3.6,1.6,340.3
영등포,2017-01-07,6.4,2.6,10.4,0,2.9,0.5,317.8
동작,2017-01-07,3.1,-1.9,11,0,3.3,0.8,343.1
강남,2017-01-08,7.7,5.1,11.6,0,6.5,1.7,225
서초,2017-01-08,7.6,3.3,12.2,0,6.1,1.5,300.9
강동,2017-01-08,7.2,3,11.4,0,5.6,1.3,2.8
송파,2017-01-08,7.9,5.2,11.5,0,6.6,1.4,278.4
강서,2017-01-08,7,4.3,10.7,0,4.4,0.9,261.6
양천,2017-01-08,7.7,4.9,11.5,0,5.2,1,278.4
도봉,2017-01-08,6.7,2.1,11.1,0,5,1,292.5
노원,2017-01-08,5.7,-1.9,11.4,0,5.4,1,292.5
동대문,2017-01-08,7.4,4.3,11.5,0,6.2,1.7,303.8
중랑,2017-01-08,7.4,4.5,11.1,0,6.8,1.7,250.3
마포,2017-01-08,7.5,4.5,11.2,0,9.3,2.8,309.4
서대문,2017-01-08,7.2,4.3,11.2,0,5.9,1.5,284.1
광진,2017-01-08,7.7,4.2,11.4,0,6.6,1.8,320.6
성북,2017-01-08,7.1,4.3,10.5,0,8,1.6,320.6
용산,2017-01-08,7.5,4.7,11.4,0,4.9,1.3,275.6
은평,2017-01-08,5.9,-0.1,11.1,0,5.6,0.8,47.8
금천,2017-01-08,7.5,5.3,10.8,0,6.1,2,50.6
중구,2017-01-08,5.6,3.1,9.7,0,8.1,3.4,281.9
성동,2017-01-08,8.1,5.4,12,0,7.4,1.9,298.1
종로,2017-01-08,5.5,2.4,9.5,0,8.7,2.9,357.2
구로,2017-01-08,7.2,3.7,10.5,0,6.4,2.2,104.1
강북,2017-01-08,7.2,4,11.2,0,7.5,1.5,292.5
관악,2017-01-08,6.5,2.9,10.9,0,6.2,1,0
영등포,2017-01-08,7.9,5.5,11.6,0,4.6,1,227.8
동작,2017-01-08,6.3,0.8,11.6,0,5.7,1,317.8
강남,2017-01-09,3,-0.8,5.4,0,7.2,2.4,272.8
서초,2017-01-09,3.3,-0.9,5.8,0,6.9,2.7,320.6
강동,2017-01-09,3,-1.5,5.4,0,6.8,1.1,284.1
송파,2017-01-09,3.3,-0.2,5.9,0,7.1,2.6,300.9
강서,2017-01-09,2.3,-2.1,5.5,0,6,1.7,272.8
양천,2017-01-09,2.8,-1.6,5.4,0,6.5,1.7,194.1
도봉,2017-01-09,2.4,-2.1,5.2,0,6.4,1.8,312.2
노원,2017-01-09,3,-4,5.6,0,7.7,1.9,295.3
동대문,2017-01-09,3.2,-0.9,5.8,0,8.8,2.5,289.7
중랑,2017-01-09,3.1,-0.9,5.9,0,8.1,2.5,236.3
마포,2017-01-09,2.1,-2.7,5.1,0,30.6,4.3,
서대문,2017-01-09,2,-2.8,5.7,0,6.3,2.2,315
광진,2017-01-09,3.2,-0.6,5.8,0,7.3,2.7,334.7
성북,2017-01-09,1.9,-2.4,4.5,0,11.3,2.2,340.3
용산,2017-01-09,2.9,-1.3,5.4,0,5.8,1.7,28.1
은평,2017-01-09,0.9,-5.4,4.3,0,5.8,1.1,295.3
금천,2017-01-09,2.6,-1.8,5.4,0,7.2,2.1,348.8
중구,2017-01-09,0.6,-3.7,3.8,0,8.5,3.3,318.4
성동,2017-01-09,3.6,-0.2,6.1,0,10.1,3,250.3
종로,2017-01-09,-0.2,-5,2.6,0,10.5,2.8,2.8
구로,2017-01-09,2.5,-2.1,5.5,0,8.1,2.3,337.5
강북,2017-01-09,2.8,-1.5,5.4,0,9.7,2.7,300.9
관악,2017-01-09,1.7,-3.4,4.5,0,6.9,1.8,0
영등포,2017-01-09,3.2,-1.3,5.7,0,5.5,1.6,317.8
동작,2017-01-09,3.1,-2.7,5.8,0,6.4,1.6,281.3
강남,2017-01-10,-1.7,-5.5,2,0,7.9,2.4,261.6
서초,2017-01-10,-1.7,-5.4,2,0,8.5,2.8,2.8
강동,2017-01-10,-1.6,-5.8,3,0,6.9,1.3,278.4
송파,2017-01-10,-1.5,-5.5,2.1,0,9,2.9,272.8
강서,2017-01-10,-2.2,-6,2.1,0,5.9,1.7,272.8
양천,2017-01-10,-1.7,-5.3,3,0,7,1.6,329.1
도봉,2017-01-10,-2.5,-6.6,2.3,0,7.6,1.9,348.8
노원,2017-01-10,-3.1,-8.5,2.5,0,9.2,1.7,239.1
동대문,2017-01-10,-1.5,-5.4,2.6,0,9.7,2.5,0
중랑,2017-01-10,-1.8,-5.6,2.3,0,10.2,2.6,345.9
마포,2017-01-10,-2.7,-6.6,2.2,0,12.6,4.2,303.8
서대문,2017-01-10,-3.2,-6.5,1.5,0,8,2.1,292.5
광진,2017-01-10,-1.6,-5.4,2.3,0,8.2,2.8,329.1
성북,2017-01-10,,,,0,,,
용산,2017-01-10,-1.9,-5.7,2.1,0,6.4,1.8,19.7
은평,2017-01-10,-4.8,-8.9,1.5,0,7.3,1.1,286.9
금천,2017-01-10,-2.1,-6,2.3,0,7.4,2.1,306.6
중구,2017-01-10,-4.2,-8.2,-0.3,0,11.3,3.7,298.4
성동,2017-01-10,-1,-4.8,2.6,0,11.3,3,261.6
종로,2017-01-10,-5.1,-9.4,-0.6,0,11.1,2.8,329.1
구로,2017-01-10,-2.4,-6.2,2.2,0,9.1,2.1,250.3
강북,2017-01-10,-2.2,-6,2.2,0,10.4,2.7,233.4
관악,2017-01-10,-3.4,-6.9,1.6,0,8.3,1.8,351.6
영등포,2017-01-10,-1.7,-5.1,2.7,0,6.2,1.6,298.1
동작,2017-01-10,-1.8,-5.3,2.5,0,7.6,1.6,340.3
강남,2017-01-11,-2.1,-5.9,1.6,0,6.9,1.8,309.4
서초,2017-01-11,-1.8,-6.4,2.1,0,7.8,1.9,326.3
강동,2017-01-11,-2.6,-8,1.9,0,6.6,1.2,270
송파,2017-01-11,-1.9,-5.7,1.8,0,7.7,2.1,317.8
강서,2017-01-11,-2.6,-6.9,2,0,6.3,1.3,264.4
양천,2017-01-11,-1.8,-6.2,2.2,0,5.6,1.3,289.7
도봉,2017-01-11,-3.2,-8.7,1.3,0,7.6,1.4,351.6
노원,2017-01-11,-3.7,-11.3,1.5,0,8.6,1.3,278.4
동대문,2017-01-11,-1.9,-6.4,2.6,0,8.1,2,28.1
중랑,2017-01-11,-2.2,-6.9,1.7,0,8.7,2,295.3
마포,2017-01-11,-2.9,-7.6,1.9,0,26.3,2.8,
서대문,2017-01-11,-3.3,-9.2,1.7,0,5.8,1.2,278.4
광진,2017-01-11,-2.1,-6.6,1.7,0,7.3,2,309.4
성북,2017-01-11,-3,-7.6,1.1,0,9.3,1.6,306.6
용산,2017-01-11,-2,-6.6,2.1,0,6.5,1.6,225
은평,2017-01-11,-5.7,-12.2,1.1,0,6,0.6,289.7
금천,2017-01-11,-2.6,-6.5,1.5,0,6.1,1.6,298.1
중구,2017-01-11,-4.1,-8.5,0.8,0,8.6,2.4,268.1
성동,2017-01-11,-1.2,-5.4,2.4,0,9.4,2.2,300.9
종로,2017-01-11,-5.1,-10.6,-0.6,0,10.5,2.2,300.9
구로,2017-01-11,-2.7,-8.1,1.7,0,9.1,1.5,272.8
강북,2017-01-11,-2.3,-6.9,1.4,0,10,2.1,270
관악,2017-01-11,-4.1,-10.3,0.3,0,6.2,1.6,295.3
영등포,2017-01-11,-1.8,-6,2.3,0,5.1,1.2,168.8
동작,2017-01-11,-2.8,-10,2.3,0,7,1,233.4
강남,2017-01-12,-0.8,-4.2,2.4,0,13.7,2,236.3
서초,2017-01-12,-0.5,-4,2.3,0,8.3,2.6,312.2
강동,2017-01-12,-1.2,-4.7,3,0,6.7,1.3,281.3
송파,2017-01-12,-0.7,-4.1,2.4,0,8.5,2.6,255.9
강서,2017-01-12,-1,-4.7,2.8,0,5.6,1.3,348.8
양천,2017-01-12,-0.4,-4,2.8,0,7,1.6,239.1
도봉,2017-01-12,-2,-5.7,2.1,0,7.7,1.5,323.4
노원,2017-01-12,-2.3,-7.7,2.7,0,9.4,1.6,281.3
동대문,2017-01-12,-0.7,-4.3,2.7,0,10.5,2.2,343.1
중랑,2017-01-12,-1,-4.5,2.4,0,10.1,2.3,261.6
마포,2017-01-12,-1.3,-5.3,2.3,0,47.9,4,
서대문,2017-01-12,-1.5,-5.3,1.9,0,7.5,1.9,329.1
광진,2017-01-12,-0.7,-4.1,2.4,0,8.9,2.3,309.4
성북,2017-01-12,-1.6,-5.6,1.5,0,10.8,2.1,315
용산,2017-01-12,-0.5,-4.3,2.2,0,7,1.7,132.2
은평,2017-01-12,-3.3,-8.4,1.5,0,7.2,1.1,320.6
금천,2017-01-12,-0.9,-4.6,2.1,0,7,2.1,354.4
중구,2017-01-12,-3,-6.8,0.2,0,10.6,3.5,294
성동,2017-01-12,-0.1,-3.4,2.6,0,10.6,2.6,275.6
종로,2017-01-12,-3.7,-8.1,-0.8,0,12.8,3,312.2
구로,2017-01-12,-1.1,-4.8,2.5,0,9.5,2.4,312.2
강북,2017-01-12,-1.4,-4.7,1.8,0,12.8,2.8,326.3
관악,2017-01-12,-1.6,-5.5,1.8,0,7.8,2.1,340.3
영등포,2017-01-12,-0.3,-3.9,2.7,0,6,1.6,292.5
동작,2017-01-12,-0.6,-4,2.6,0,6.8,1.4,351.6
강남,2017-01-13,-4.5,-6.8,-1,0,10.5,2.1,292.5
서초,2017-01-13,-4.4,-6.4,-0.8,0,9.1,2.4,340.3
강동,2017-01-13,-4.9,-7.4,-0.9,0,6.2,1.4,11.3
송파,2017-01-13,-4.3,-6.7,-0.4,0,9,2.7,284.1
강서,2017-01-13,-5.2,-7.2,-1.2,0,7.1,1.5,275.6
양천,2017-01-13,-4.4,-6.5,-0.1,0,7.1,1.7,264.4
도봉,2017-01-13,-5.4,-8.7,-0.9,0,7.8,1.6,298.1
노원,2017-01-13,-5.3,-10.6,-0.9,0,9.3,1.6,298.1
동대문,2017-01-13,,,,0,,,
중랑,2017-01-13,-4.7,-6.9,-0.9,0,10.1,2.5,222.2
마포,2017-01-13,-5.3,-7.7,-1.2,0,15,4.1,300.9
서대문,2017-01-13,-5.7,-8,-1.6,0,8.4,2,295.3
광진,2017-01-13,-4.5,-6.6,-0.9,0,8.6,2.4,300.9
성북,2017-01-13,-5.4,-8.1,-1.7,0,13.4,2,329.1
용산,2017-01-13,-4.7,-6.7,-0.7,0,6.9,1.9,87.2
은평,2017-01-13,-7,-11.6,-1.1,0,6.8,1,306.6
금천,2017-01-13,-5,-7.3,-1.5,0,8.6,2.1,351.6
중구,2017-01-13,-6.7,-9.3,-3,0,13.6,3.3,303.6
성동,2017-01-13,-3.7,-6,-0.2,0,12.1,2.6,241.9
종로,2017-01-13,-7.8,-11.2,-3.9,0.5,12.4,2.6,340.3
구로,2017-01-13,-5.2,-7.3,-0.9,0,10.3,2.4,303.8
강북,2017-01-13,-4.9,-7.4,-1.1,0,11.7,2.7,230.6
관악,2017-01-13,-6.1,-9.1,-1.8,0,8.8,2,36.6
영등포,2017-01-13,-4.3,-6.4,-0.3,0,7.1,1.5,261.6
동작,2017-01-13,-4.6,-8.2,-0.5,0,7.8,1.6,300.9
강남,2017-01-14,-6.9,-9.1,-4.5,0,9.6,2.7,275.6
서초,2017-01-14,-6.7,-8.7,-4.6,0,9.9,3.4,340.3
강동,2017-01-14,-6.9,-9.1,-3.7,0,6.9,1.2,16.9
송파,2017-01-14,-6.9,-8.9,-4.9,0,9.5,3.8,312.2
강서,2017-01-14,-7.4,-9.5,-3.9,0,8,1.7,258.8
양천,2017-01-14,-6.8,-8.8,-3.9,0,8.9,2.3,250.3
도봉,2017-01-14,-7.3,-9.7,-3.9,0,8,2.2,253.1
노원,2017-01-14,-6.9,-10.4,-3.9,0,9.3,2.2,270
동대문,2017-01-14,-6.5,-8.8,-3.5,0,10.7,3.2,329.1
중랑,2017-01-14,-6.9,-9.2,-4.1,0,11.1,3.4,326.3
마포,2017-01-14,-7.6,-9.7,-4.5,0,14,5.4,303.8
서대문,2017-01-14,-7.6,-9.9,-4.5,0,8.4,2.4,278.4
광진,2017-01-14,-6.7,-8.7,-4,0,9.4,3.1,295.3
성북,2017-01-14,-7.9,-10.2,-4.8,0,10.7,2.8,348.8
용산,2017-01-14,-6.9,-9,-4.4,0,7.9,2.3,267.2
은평,2017-01-14,-9.6,-13,-4.5,0,8,1.4,284.1
금천,2017-01-14,-7.7,-10.4,-5.3,0,8.6,2.8,320.6
중구,2017-01-14,-9.4,-11.6,-6.4,0,12.1,4.8,315.2
성동,2017-01-14,-6,-8.1,-3.4,0,11.6,3.3,281.3
종로,2017-01-14,-10.5,-13.2,-7.1,0,12.3,4.1,343.1
구로,2017-01-14,-7.4,-9.4,-4.3,0,14.4,3.6,326.3
강북,2017-01-14,-7.1,-9.4,-4.4,0,11,3.6,317.8
관악,2017-01-14,-8.2,-10.3,-5.6,0,9.8,2.9,312.2
영등포,2017-01-14,-6.5,-8.6,-3.8,0,6.6,2.1,284.1
동작,2017-01-14,-6.6,-8.6,-3.7,0,9.3,2,236.3
강남,2017-01-15,-4.9,-8.5,-1.1,0,6,1.7,239.1
서초,2017-01-15,-4.7,-9.6,-1,0,5.9,1.8,326.3
강동,2017-01-15,-5.5,-10.6,-0.9,0,5.5,1.3,225
송파,2017-01-15,-4.2,-8.3,-0.1,0,5,1.5,306.6
강서,2017-01-15,-5.5,-9.9,-0.2,0,4.3,1,255.9
양천,2017-01-15,-4.7,-9.1,-0.6,0,4.3,1,284.1
도봉,2017-01-15,-5.9,-11.8,-0.5,0,6.1,1.1,295.3
노원,2017-01-15,-7.9,-15,-0.6,0,5,1.1,320.6
동대문,2017-01-15,-4.4,-9,-0.1,0,6,1.5,247.5
중랑,2017-01-15,-5,-9.4,-0.7,0,6.1,1.6,348.8
마포,2017-01-15,-5.7,-10.1,-1.3,0,7.5,3,281.3
서대문,2017-01-15,-6.6,-11.6,-1.3,0,5.5,1.2,306.6
광진,2017-01-15,-5,-9.3,-0.9,0,6.1,1.6,281.3
성북,2017-01-15,-5.8,-10.5,-1.3,0,6,1.2,292.5
용산,2017-01-15,-5,-8.9,-0.6,0,5.3,1.4,25.3
은평,2017-01-15,-9.3,-15.1,-0.8,0,4.5,0.6,284.1
금천,2017-01-15,-5.7,-9.2,-1.4,0,5.2,1.5,258.8
중구,2017-01-15,-6.8,-11.1,-2.2,0,7.4,2.6,287.8
성동,2017-01-15,-3.8,-7.7,0,0,8.3,1.9,247.5
종로,2017-01-15,-7.6,-12.5,-3.4,0,7.1,1.6,300.9
구로,2017-01-15,-5.8,-10.1,-0.7,0,7.1,1.9,317.8
강북,2017-01-15,-5,-9.2,-0.7,0,7.1,2,312.2
관악,2017-01-15,-8,-13.4,-1.1,0,5.9,1.4,329.1
영등포,2017-01-15,-4.6,-8.7,0.1,0,4.7,1.1,275.6
동작,2017-01-15,-6.5,-11.7,-0.1,0,5.7,1.1,306.6
강남,2017-01-16,-2.3,-7.2,2.7,0,3.9,1.2,272.8
서초,2017-01-16,-2.8,-8.8,3.2,0,3.3,1,334.7
강동,2017-01-16,-3.7,-9.3,2.1,0,5.1,1,11.3
송파,2017-01-16,-2,-6.6,3.3,0,3.5,1.1,326.3
강서,2017-01-16,-2.4,-7.1,3.3,0,5.3,0.9,258.8
양천,2017-01-16,-1.9,-6.5,3.3,0,3.7,0.6,250.3
도봉,2017-01-16,-3.9,-10.1,2.5,0,3.8,0.8,163.1
노원,2017-01-16,-6.8,-13.8,2.4,0,3.5,0.8,42.2
동대문,2017-01-16,-2.3,-7.2,3.1,0,3.5,0.8,36.6
