지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
강동,2017-07-16,25.8,22.7,28.4,23,5.6,1.4,227.8
송파,2017-07-16,26.3,23.2,29,45.5,5.1,1.4,151.9
강서,2017-07-16,26.2,23.1,29,29,4.9,1,233.4
양천,2017-07-16,26.5,23.2,29.4,37,5.6,1.2,227.8
도봉,2017-07-16,25.5,22.6,28.5,16.5,3.8,0.7,185.6
노원,2017-07-16,25.6,22.5,29.3,20,4.7,0.8,90
동대문,2017-07-16,25.8,23.1,28.5,19,6.5,1.4,239.1
중랑,2017-07-16,26.3,23.3,29.4,17.5,8.2,1.8,202.5
마포,2017-07-16,26,23.1,29.8,27,7.6,1.6,67.5
서대문,2017-07-16,25.6,22.9,28.9,20,4.9,0.7,30.9
광진,2017-07-16,25.8,22.9,28.6,34,4.6,1,253.1
성북,2017-07-16,25.6,22.7,28.4,20,7,1.1,230.6
용산,2017-07-16,26.4,23.1,29.3,28,6.5,1.6,213.8
은평,2017-07-16,25.1,22.3,28.7,15.5,4,0.6,272.8
금천,2017-07-16,26.2,23,29.1,49,6.3,1.6,67.5
중구,2017-07-16,25,21.8,29.2,17.5,5.9,0.9,71.3
성동,2017-07-16,26.1,23.1,28.5,23,7.6,1.6,253.1
종로,2017-07-16,23.7,21.4,26.7,20,7,1.5,70.3
구로,2017-07-16,25.9,23,29.3,52.5,7.4,1.7,78.8
강북,2017-07-16,26.2,23.1,30,18.5,7.3,1.5,244.7
관악,2017-07-16,24.6,22,27.1,39.5,5.6,1.5,160.3
영등포,2017-07-16,26.6,23.4,29.9,40.5,4.8,0.9,222.2
동작,2017-07-16,26.1,23.3,29.6,39.5,4.9,0.7,191.3
강남,2017-07-17,27.2,24.6,30.1,0.5,5.9,1.6,267.2
서초,2017-07-17,27.3,24.4,30.3,0.5,4.8,1.2,210.9
강동,2017-07-17,26.7,24,29.2,0.5,7.6,1.1,241.9
송파,2017-07-17,27.2,24.2,29.8,1.5,5.1,1.2,225
강서,2017-07-17,26.7,23.7,29.1,1,6.6,1.4,222.2
양천,2017-07-17,27,24,29.9,0.5,4.8,1.5,202.5
도봉,2017-07-17,25.9,23.3,29,15,4.5,0.7,174.4
노원,2017-07-17,26,23.5,29.3,1.5,6,0.8,247.5
동대문,2017-07-17,26.7,23.8,29.5,15,9.1,1.8,281.3
중랑,2017-07-17,27.4,24.1,30.7,8,11,2.1,208.1
마포,2017-07-17,26.4,23.4,29.5,3,7.2,1.7,255.9
서대문,2017-07-17,26.2,23.3,29.2,2,4.5,0.9,205.3
광진,2017-07-17,26.4,23.8,28.9,2.5,5.8,1.1,351.6
성북,2017-07-17,26.3,23.3,29.2,9.5,10.3,1.5,312.2
용산,2017-07-17,27.1,24.2,29.5,0,7.5,2.2,230.6
은평,2017-07-17,25.3,22.9,28.2,5.5,4.1,0.5,168.8
금천,2017-07-17,26.7,23.6,29.4,1,6.1,1.9,213.8
중구,2017-07-17,25.8,22.5,29.1,0.5,2.4,0.4,236.2
성동,2017-07-17,26.6,24,28.8,4,9,2,247.5
종로,2017-07-17,24.3,21.9,26.7,8,7.2,1.9,247.5
구로,2017-07-17,26.7,23.5,29.9,0.5,9.4,1.9,202.5
강북,2017-07-17,27.1,24.2,29.7,4,6.7,1.8,247.5
관악,2017-07-17,25.2,22.7,27.9,1.5,6.8,1.8,241.9
영등포,2017-07-17,27.2,23.9,30.1,1,5.6,1.3,213.8
동작,2017-07-17,26.5,24,29.5,1.5,6,1.1,196.9
강남,2017-07-18,26.8,23.7,31.7,2.5,5,1.4,292.5
서초,2017-07-18,27,23.8,31.9,0.5,3.5,1.1,345.9
강동,2017-07-18,26.1,23.2,30.2,2,5.2,0.8,227.8
송파,2017-07-18,27,23.7,31.1,1.5,3.5,1,216.6
강서,2017-07-18,26.5,23.5,30.8,3.5,4.4,1.1,270
양천,2017-07-18,26.8,23.8,31.3,1,4,1.1,286.9
도봉,2017-07-18,25.8,22.9,30.2,1.5,4.9,0.8,267.2
노원,2017-07-18,25.3,23.1,30.6,3,4.6,0.7,300.9
동대문,2017-07-18,26.5,23.5,30.7,2.5,5.4,1.3,284.1
중랑,2017-07-18,26.9,23.7,31.2,1.5,5.3,1.5,213.8
마포,2017-07-18,26.1,23.5,30.7,1.5,5.7,1.6,315
서대문,2017-07-18,25.9,23.2,30.6,2.5,3.9,0.4,300.9
광진,2017-07-18,26.4,23.1,30.6,1.5,4.7,1.1,286.9
성북,2017-07-18,25.8,23.1,30.5,5,5.7,1.1,225
용산,2017-07-18,26.8,23.8,30.6,1.5,4.5,1.5,208.1
은평,2017-07-18,25.4,22.8,30.5,3,3.1,0.5,264.4
금천,2017-07-18,26.5,23.7,30.7,2,4.7,1.7,284.1
중구,2017-07-18,25.3,22.4,31,2,4.1,0.6,292.4
성동,2017-07-18,26.4,23.5,30.8,2.5,6.1,1.8,284.1
종로,2017-07-18,23.7,21.8,28,5.5,5.9,1.4,258.8
구로,2017-07-18,26.6,23.3,31.7,1,6.3,1.4,213.8
강북,2017-07-18,26.5,23.5,31.1,3,6.3,1.4,286.9
관악,2017-07-18,25.1,22.6,29,1.5,4.6,1.4,219.4
영등포,2017-07-18,26.9,23.9,31.1,1,4.1,1,298.1
동작,2017-07-18,26.7,23.8,30.6,1.5,4.5,0.7,208.1
강남,2017-07-19,28.8,25.3,34.2,0,6.5,1.5,270
서초,2017-07-19,29,24.8,34.5,0,4.9,1.2,315
강동,2017-07-19,27.9,24.6,32.3,0,4.6,1,87.2
송파,2017-07-19,28.8,25.3,34.8,0,5,1.3,315
강서,2017-07-19,28,24.7,34.1,0,4.6,1.1,289.7
양천,2017-07-19,28.7,25,34.4,0,4.5,1.2,261.6
도봉,2017-07-19,27.5,23.4,32.9,0,6.2,1,292.5
노원,2017-07-19,27.5,23.3,32.5,0,4.7,0.8,289.7
동대문,2017-07-19,28.3,24.7,33.7,0,6.5,1.4,284.1
중랑,2017-07-19,28.7,24.7,33.9,0,6.2,1.8,208.1
마포,2017-07-19,28.1,24.3,33.5,0,7.7,1.9,298.1
서대문,2017-07-19,27.7,23.5,33.4,0,5,0.6,317.8
광진,2017-07-19,28.4,24.8,33.7,0,5.7,1.4,306.6
성북,2017-07-19,27.8,23.8,33.7,0.5,7.2,1.1,270
용산,2017-07-19,28.9,25.2,34.5,0,4.5,1.4,225
은평,2017-07-19,26.6,22.9,32.9,0,3.5,0.6,309.4
금천,2017-07-19,28.5,24.9,34.2,0,4.9,1.4,275.6
중구,2017-07-19,27.2,23,33.1,0,4.2,0.8,249.2
성동,2017-07-19,28.4,24.8,33.8,0,7.7,1.8,281.3
종로,2017-07-19,25.3,21.8,31,0.5,6.9,1.7,320.6
구로,2017-07-19,28.1,24.7,33.6,0,5.9,1.4,205.3
강북,2017-07-19,28.2,24.6,35.2,0,7.6,1.5,300.9
관악,2017-07-19,26.8,22.4,32.8,0,4.5,1.2,25.3
영등포,2017-07-19,29,25,34.5,0,4.3,0.9,309.4
동작,2017-07-19,28.3,23.6,34.7,0,4.3,0.8,258.8
강남,2017-07-20,30.3,26.6,34.9,0,6.1,1.6,171.6
서초,2017-07-20,30,25.3,35,0,3.7,1.2,157.5
강동,2017-07-20,29.5,24.8,33.7,0,6.6,1.3,213.8
송파,2017-07-20,30.1,26.3,34.8,0,5.8,1.4,230.6
강서,2017-07-20,30,26,34.7,0,6.4,1.5,267.2
양천,2017-07-20,30,26.2,35,0,5.5,1.6,182.8
도봉,2017-07-20,28.9,24.3,34.1,0,5,1,205.3
노원,2017-07-20,29,23.8,34,0,5.3,0.9,292.5
동대문,2017-07-20,29.8,25.9,34.4,0,6.9,1.8,317.8
중랑,2017-07-20,30.8,26.8,35.6,0,7.8,2,247.5
마포,2017-07-20,29.7,25.8,34.6,0,6.4,1.9,233.4
서대문,2017-07-20,28.9,24.4,34,0,4.8,0.9,289.7
광진,2017-07-20,29.5,25.5,33.5,0,5.1,1.2,241.9
성북,2017-07-20,29.4,24.8,34.4,0,6.5,1.4,225
용산,2017-07-20,30.1,26.5,34.7,0,6.2,2,213.8
은평,2017-07-20,27.6,22.9,33.9,0,5.2,0.8,300.9
금천,2017-07-20,29.5,25.9,34.4,0,5.1,1.8,281.3
중구,2017-07-20,28.6,24.6,34.4,0,2.4,0.6,283.4
성동,2017-07-20,29.7,26.3,34.2,0,7.7,2.2,222.2
종로,2017-07-20,27,23.2,31.9,0,7.1,1.8,306.6
구로,2017-07-20,29.7,24.9,35.1,0,8,1.9,213.8
강북,2017-07-20,30,25.7,35.9,0,7.2,2,303.8
관악,2017-07-20,27.7,23.3,33,0,5.1,1.7,8.4
영등포,2017-07-20,30.4,26.4,36.2,0,6.3,1.3,165.9
동작,2017-07-20,29.2,24.5,35,0,5.2,1,236.3
강남,2017-07-21,30.3,27.6,33.2,0,19.1,2,194.1
서초,2017-07-21,30.4,27.4,33.4,0,4.9,1.3,185.6
강동,2017-07-21,29.9,27.4,32.7,0,6.6,1.7,205.3
송파,2017-07-21,30.4,27.7,33.5,0,5,1.5,149.1
강서,2017-07-21,29.6,26.9,32.2,0,5,1.6,157.5
양천,2017-07-21,29.9,27.2,32.9,0,5.6,1.8,149.1
도봉,2017-07-21,29.5,26.9,32.7,0,5.8,1.6,168.8
노원,2017-07-21,29.8,27.2,32.7,0,5.4,1,194.1
동대문,2017-07-21,29.9,27.3,32.8,0,7.2,2.3,253.1
중랑,2017-07-21,30.9,27.9,33.6,0,7.8,2.6,236.3
마포,2017-07-21,29.4,26.7,32.6,0,6.5,2,225
서대문,2017-07-21,29.1,26.6,32.5,0,4.4,1,174.4
광진,2017-07-21,29.9,27.1,33,0,5.2,1.5,239.1
성북,2017-07-21,29.3,26.7,32.2,0,7.1,1.8,210.9
용산,2017-07-21,30.1,27.5,32.6,0,6.5,2.9,225
은평,2017-07-21,28.5,24.8,32.2,0,3.8,0.7,270
금천,2017-07-21,29.6,27.1,32.5,0,5.8,2.2,199.7
중구,2017-07-21,28.3,25.4,32.6,0,2.7,0.5,156.2
성동,2017-07-21,29.7,27.5,32.5,0,7.2,2.6,219.4
종로,2017-07-21,26.9,24.6,29.7,0,6.5,2.1,244.7
구로,2017-07-21,29.7,26.6,33.2,0,7.7,2.2,199.7
강북,2017-07-21,30.3,27.4,33.9,0,6.4,2.5,219.4
관악,2017-07-21,28.1,25.8,30.8,0,5.6,2.4,222.2
영등포,2017-07-21,30,27.3,33.2,0,5.2,1.7,225
동작,2017-07-21,29.8,27.2,33.1,0,5.7,1.4,250.3
강남,2017-07-22,29.6,27.8,32.8,0.5,5.6,1.7,247.5
서초,2017-07-22,29.7,27.5,33.5,0.5,3.8,1.2,182.8
강동,2017-07-22,29,27,31.8,1.5,5.7,1.5,227.8
송파,2017-07-22,29.6,27.9,33.1,0.5,5.3,1.5,219.4
강서,2017-07-22,29.1,27.3,32.4,0.5,5.3,1.7,264.4
양천,2017-07-22,29.4,27.4,32.9,0.5,5.6,1.8,171.6
도봉,2017-07-22,28.3,26.2,31.5,2,6.5,1.1,194.1
노원,2017-07-22,28.2,26,32.6,2,4.8,0.7,230.6
동대문,2017-07-22,29.2,27.3,32.4,1,7.2,1.9,244.7
중랑,2017-07-22,29.8,27.8,33,1,7.9,2.3,219.4
마포,2017-07-22,28.8,26.8,33.4,1.5,6.3,1.9,284.1
서대문,2017-07-22,28.3,26.3,32.8,1,3.9,1,258.8
광진,2017-07-22,28.9,26.9,33.1,0.5,5,1.1,236.3
성북,2017-07-22,28.5,26.9,31.8,1,8.2,1.6,191.3
용산,2017-07-22,29.8,27.9,33,0.5,6.4,2.2,225
은평,2017-07-22,27.6,25.9,31.7,1.5,3.9,0.6,261.6
금천,2017-07-22,29.2,27.5,32.2,0,5.7,2.3,261.6
중구,2017-07-22,27.9,25.6,33,0.5,2.2,0.4,258
성동,2017-07-22,29.1,27.5,32.1,0.5,6.7,2.2,239.1
종로,2017-07-22,26.3,24.7,29.7,1,6.3,1.9,253.1
구로,2017-07-22,28.9,26.8,32.8,0.5,7.3,2.3,202.5
강북,2017-07-22,29.2,27.6,32.7,1,7.9,2.1,258.8
관악,2017-07-22,27.8,26,30.7,0,5.5,2.4,205.3
영등포,2017-07-22,29.6,27.7,33.9,0.5,6.3,1.5,157.5
동작,2017-07-22,28.9,26.6,33,0.5,5.1,1,250.3
강남,2017-07-23,27.4,26.1,28.9,89,8.8,1.6,146.3
서초,2017-07-23,27.6,26.2,29.7,48.5,3.9,1.1,137.8
강동,2017-07-23,26.9,25.2,28.3,95.5,6.1,1.6,202.5
송파,2017-07-23,27.4,26.1,29,100,4.9,1.4,112.5
강서,2017-07-23,27.2,25.6,28.9,56.5,5.7,1.8,154.7
양천,2017-07-23,27.3,26,29.4,44.5,4.7,1.5,210.9
도봉,2017-07-23,26.1,24.1,28.5,110.5,5.6,1,160.3
노원,2017-07-23,26.6,24.7,28.5,92.5,4.8,0.8,106.9
동대문,2017-07-23,27,25.8,28.4,107,6.9,2,230.6
중랑,2017-07-23,27.3,25.9,28.6,116,7.6,2.4,216.6
마포,2017-07-23,26.9,25.9,28.7,75.5,6.1,1.9,165.9
서대문,2017-07-23,26.5,25.2,27.7,133,4.3,0.9,216.6
광진,2017-07-23,26.8,25.5,28.6,102,5.1,1.2,255.9
성북,2017-07-23,26.5,24.7,28,120.5,11.2,1.8,205.3
용산,2017-07-23,27.3,26.4,28.6,52.5,7.5,2.2,227.8
은평,2017-07-23,25.8,24.1,28.3,122,5.8,0.8,137.8
금천,2017-07-23,26.8,25.9,27.9,29.5,6.1,2.2,194.1
중구,2017-07-23,25.6,24.9,27.2,104,4.1,0.5,50.7
성동,2017-07-23,26.9,25.8,28.1,96.5,7.5,2.2,227.8
종로,2017-07-23,24.7,23.5,25.8,121,7.6,2.2,225
구로,2017-07-23,26.9,25.4,28.7,29,8.4,2.3,168.8
강북,2017-07-23,27.1,24.3,29.7,99,6.4,1.7,289.7
관악,2017-07-23,25.9,25.3,26.8,20.5,6.9,2.3,216.6
영등포,2017-07-23,27.5,26.2,29.5,46,5.1,1.5,194.1
동작,2017-07-23,27.3,26.4,29.3,42,5.4,1.1,227.8
강남,2017-07-24,27,25.6,28.6,3.5,4.2,1.1,253.1
서초,2017-07-24,26.8,25.6,28.4,7.5,2.4,0.8,210.9
강동,2017-07-24,26.2,24.9,28.5,1,4.9,1,354.4
송파,2017-07-24,26.9,25.6,28.5,3,3.1,0.9,177.2
강서,2017-07-24,26.1,24.7,27.8,4,3.9,0.7,95.6
양천,2017-07-24,26.4,25.1,28.3,3.5,3,1,177.2
도봉,2017-07-24,25,23.8,27.4,2,4.6,0.4,270
노원,2017-07-24,25.6,24,27.5,2.5,3,0.4,334.7
동대문,2017-07-24,26.4,24.9,27.8,3,3.7,1,286.9
중랑,2017-07-24,26.7,25.7,28.3,2.5,4.9,1.5,194.1
마포,2017-07-24,26,24.8,27.4,3,5.8,1.3,306.6
서대문,2017-07-24,25.1,24.1,27.3,3.5,3.1,0.1,47.8
광진,2017-07-24,26.5,24,28.1,2,3.5,0.8,264.4
성북,2017-07-24,25.5,24.5,27,6,3.9,0.9,216.6
용산,2017-07-24,26.9,25.7,28.1,2.5,4,1.3,227.8
은평,2017-07-24,24.6,23.7,26.6,3,2.1,0.2,317.8
금천,2017-07-24,26.2,24.6,27.5,10,3.7,1.2,205.3
중구,2017-07-24,24.8,23.7,28.2,1.5,4.4,1,43.2
성동,2017-07-24,26.6,25.5,28.5,2,4.6,1.4,247.5
종로,2017-07-24,23.6,22.5,24.9,6,5.1,1.2,39.4
구로,2017-07-24,25.6,24.8,27.6,8.5,5.1,1,115.3
강북,2017-07-24,26.4,25.4,29.3,2,5.5,1.2,11.3
관악,2017-07-24,24.9,24,26.2,8,3.7,0.8,236.3
영등포,2017-07-24,26.9,25.5,28.7,3,3.1,0.9,168.8
동작,2017-07-24,26.1,25,28,5.5,3.1,0.4,205.3
강남,2017-07-25,29.8,25.4,35.7,0,5.6,1.5,42.2
서초,2017-07-25,30,25,34.9,0,4.8,1.1,337.5
강동,2017-07-25,28.6,24.2,33.9,0,6.4,1.7,115.3
송파,2017-07-25,30.1,25.2,35.9,0,5.6,1.5,42.2
강서,2017-07-25,29.3,24.2,35.7,0,6.4,0.9,115.3
양천,2017-07-25,30.2,24.7,36,0,4.9,1.1,92.8
도봉,2017-07-25,28.2,23.6,34.1,0,4.7,1,25.3
노원,2017-07-25,28.3,23.2,33.7,0,6.6,1.4,70.3
동대문,2017-07-25,29.1,24.5,34.5,0,6.5,1.7,64.7
중랑,2017-07-25,29.5,24.8,34.7,0,9.3,2.3,73.1
마포,2017-07-25,29.1,24.3,34.6,0,10.3,2,78.8
서대문,2017-07-25,28.8,23.4,34.8,0,5.2,0.8,106.9
광진,2017-07-25,29.3,24.5,34.9,0,6.9,1.7,50.6
성북,2017-07-25,28.8,23.6,34.6,0,7,1.7,109.7
용산,2017-07-25,29.9,25.1,35.8,0,7.5,2.1,45
은평,2017-07-25,28.1,22.4,34,0,5.4,1,137.8
금천,2017-07-25,30.3,25.4,36.1,0,5.9,1.7,73.1
중구,2017-07-25,27.7,23.4,33.4,0,8,2.4,66.8
성동,2017-07-25,29.6,25.1,34.4,0,7.8,2.4,47.8
종로,2017-07-25,26.1,22.5,31.5,0,8.4,2.2,67.5
구로,2017-07-25,29.3,23.8,35.1,0,8.1,2.2,75.9
강북,2017-07-25,29.3,24.2,36.1,0,7.4,2.1,11.3
관악,2017-07-25,27.9,23.2,34.2,0,4.9,0.9,19.7
영등포,2017-07-25,30.1,24.9,35.8,0,5.6,0.9,199.7
동작,2017-07-25,29.6,23.9,36.6,0.5,4.8,0.8,30.9
강남,2017-07-26,29,24.7,33.3,0,6,1.7,191.3
서초,2017-07-26,28.3,24.7,32.9,0,6.3,2,104.1
강동,2017-07-26,27.7,23.5,31.7,0,7.3,1.5,104.1
송파,2017-07-26,28.9,24.9,33.9,0,6.3,1.9,191.3
강서,2017-07-26,28.5,25.1,33.1,0,9.6,2.7,112.5
양천,2017-07-26,29.4,25.3,33.5,0,6,1.7,126.6
도봉,2017-07-26,27.5,22.4,32.2,0,6.1,1.2,160.3
노원,2017-07-26,26.7,22.1,32,0,6.6,1.6,73.1
동대문,2017-07-26,28.2,24.2,32.1,0,7.5,1.9,227.8
중랑,2017-07-26,28.7,24.4,33,0,8.5,2.7,45
마포,2017-07-26,28.5,24.5,33,0,8.8,3.2,160.3
서대문,2017-07-26,28,24.3,32.5,0,6,1.7,222.2
광진,2017-07-26,27.9,23.6,32.6,0,5.4,1.5,137.8
성북,2017-07-26,28.2,23.8,32.7,0,7.3,2.1,154.7
용산,2017-07-26,29.4,24.8,33.9,0,5.8,2.1,5.6
은평,2017-07-26,27,22.8,32.5,0,7.1,1.2,36.6
금천,2017-07-26,28.8,24.4,32.9,0,7.6,2.2,143.4
중구,2017-07-26,27.5,22.6,32.5,0,5.8,1.3,77.7
성동,2017-07-26,28.4,24.7,32.5,0,8.3,2.5,219.4
종로,2017-07-26,25.9,21.7,30.5,0,8.8,3.2,129.4
구로,2017-07-26,28.9,25.3,33.8,0,8.9,2.7,146.3
강북,2017-07-26,29,24.6,34.7,0,7,1.6,50.6
관악,2017-07-26,26.8,23.6,31.7,0,7.6,1.7,194.1
영등포,2017-07-26,29.5,25.4,33.4,0,6.1,1.3,177.2
동작,2017-07-26,28.1,23.4,34,0,5.3,0.9,92.8
강남,2017-07-27,27.4,25.2,29.9,1.5,4.3,1.2,154.7
서초,2017-07-27,26.9,24.4,29.1,1.5,4.5,1.4,309.4
강동,2017-07-27,26,24.1,28,0.5,5.4,1.3,126.6
송파,2017-07-27,27.4,25.3,29.6,0.5,4.1,1.3,149.1
강서,2017-07-27,27.3,24.2,30.5,4,4.9,1.6,92.8
양천,2017-07-27,27.9,24.7,30.6,4,4,1.1,92.8
도봉,2017-07-27,25.6,23.4,28.5,4,3.7,0.7,137.8
노원,2017-07-27,25.1,22.1,27.9,2.5,4.5,1.3,92.8
동대문,2017-07-27,26.5,24.4,28.8,2.5,4.6,1.2,154.7
중랑,2017-07-27,26.9,25.1,28.9,3,5.8,1.8,143.4
마포,2017-07-27,26.9,24,29.6,3.5,6,2.4,101.3
서대문,2017-07-27,26.2,23.4,28.9,4,4.7,1.1,199.7
광진,2017-07-27,26.5,24.1,28.9,1,3.8,1.1,126.6
성북,2017-07-27,26,23.8,28.8,1.5,3.9,1.3,50.6
용산,2017-07-27,28,25.2,30.4,2,3.8,1.2,47.8
은평,2017-07-27,24.9,21.9,28.7,2.5,2.3,0.5,323.4
금천,2017-07-27,27.4,25,30.1,2,4.6,1.4,165.9
중구,2017-07-27,25.3,23,28.9,3,4.7,1.9,100.4
성동,2017-07-27,27.1,24.7,29.5,2.5,5.2,1.5,154.7
종로,2017-07-27,24.1,21.9,26.2,2.5,6.6,2,137.8
구로,2017-07-27,27,23.9,30.1,3,5.4,1.4,154.7
강북,2017-07-27,26.9,24.4,30.5,0.5,4.6,1.3,64.7
관악,2017-07-27,25.5,22.2,28.8,3.5,4.9,1.2,244.7
영등포,2017-07-27,28,24.8,30.9,5,4,0.8,87.2
동작,2017-07-27,26.6,23.4,30,2,3.8,0.5,19.7
강남,2017-07-28,25.4,24.4,26.5,9,4,1,225
서초,2017-07-28,25.5,24.2,27.1,16,2.8,0.9,140.6
강동,2017-07-28,24.6,23.5,25.9,9.5,4.8,0.9,56.3
송파,2017-07-28,25.5,24.2,26.9,12.5,4.1,1.2,2.8
강서,2017-07-28,25.5,23.7,27.5,7.5,4.5,1.1,104.1
양천,2017-07-28,25.8,23.9,27.7,7.5,2.8,0.9,216.6
도봉,2017-07-28,24.4,23.2,25.8,6,2.8,0.5,135
노원,2017-07-28,24.3,23.2,25.8,5.5,3.9,1,64.7
동대문,2017-07-28,25,23.9,26.2,9,4.8,1,28.1
중랑,2017-07-28,25.3,24.3,26.4,7.5,5.6,1.3,87.2
마포,2017-07-28,25.2,23.5,27,9,5,1.8,109.7
서대문,2017-07-28,24.9,23.3,26.5,7.5,3.9,1,25.3
광진,2017-07-28,24.8,23.4,26.1,7,4.4,1.1,98.4
성북,2017-07-28,24.5,23.4,25.5,9.5,4.9,0.8,199.7
용산,2017-07-28,25.6,24.6,27.1,6.5,4,1.3,50.6
은평,2017-07-28,24.4,22.2,27,5,3.5,0.5,177.2
금천,2017-07-28,25.2,24.1,27.7,12.5,4,1.4,163.1
중구,2017-07-28,23.8,22.7,25.2,7,5.2,1.5,62.6
성동,2017-07-28,25.3,24.2,26.6,8.5,5.3,1.4,140.6
종로,2017-07-28,23.1,22,24.1,12,5.7,1.6,56.3
구로,2017-07-28,25.3,23.5,27.5,7,5,1.3,104.1
강북,2017-07-28,25.1,24.1,26.7,5,3.4,1,70.3
관악,2017-07-28,24.5,23.4,26.9,20.5,4.9,1,236.3
영등포,2017-07-28,25.9,24.5,27.9,9,2.8,0.5,227.8
동작,2017-07-28,25.3,24.4,27.9,10,3,0.3,30.9
강남,2017-07-29,27.3,25.5,30.9,0,5.7,1.3,42.2
서초,2017-07-29,27.3,25.4,30.2,0,5.5,1.6,132.2
강동,2017-07-29,26.6,24.7,29.5,0,5.5,1.2,129.4
송파,2017-07-29,27.5,25.4,30.8,0,5.5,1.8,149.1
강서,2017-07-29,27.4,25.6,30.5,0,8,2.6,120.9
양천,2017-07-29,27.8,25.9,31.9,0,5.1,1.4,109.7
도봉,2017-07-29,26.4,23.7,29.6,0,4.5,0.7,154.7
노원,2017-07-29,26.2,23.2,29.8,0,5.8,1.2,70.3
동대문,2017-07-29,26.9,25.1,29.9,0,5.8,1.3,171.6
중랑,2017-07-29,27.3,25.3,30.1,0,9.6,2.2,174.4
마포,2017-07-29,27,25.1,30.4,0,7.8,2.8,157.5
서대문,2017-07-29,26.7,24.5,29.8,0,5.1,1.4,180
광진,2017-07-29,26.7,24.8,30.8,0,4.6,1.4,129.4
성북,2017-07-29,26.6,24.1,29.3,0,6.5,1.8,112.5
용산,2017-07-29,27.7,25.7,31.2,0,6.1,1.8,53.4
은평,2017-07-29,26.4,23.2,30,0,5.8,0.9,188.4
금천,2017-07-29,,,,0,,,
중구,2017-07-29,25.5,23.6,29.3,0,5.4,2,40
성동,2017-07-29,27.2,25.7,30.1,0,7,2.2,160.3
종로,2017-07-29,24.4,22.6,27.2,0,8.2,2.7,137.8
구로,2017-07-29,27.4,25.4,30.7,0,8.2,2.7,109.7
강북,2017-07-29,27.2,24.9,30.7,0,6.4,1.3,115.3
관악,2017-07-29,26.1,23.5,29.2,0,5.5,0.7,236.3
영등포,2017-07-29,28,26,31.8,0,5.3,1,168.8
동작,2017-07-29,27.3,24.8,31.9,0,5.4,0.8,42.2
강남,2017-07-30,28.3,24.8,32.7,0,4.7,1.3,244.7
서초,2017-07-30,28.1,24.3,33.3,0,4.9,1.3,357.2
강동,2017-07-30,27.5,24.1,32.9,0,4.5,1.2,196.9
송파,2017-07-30,28.4,24.6,32.6,0,4.4,1.5,300.9
강서,2017-07-30,27.8,25.2,32.6,0,6.1,1.7,120.9
양천,2017-07-30,28.5,25.4,32.8,0,4.5,1.4,163.1
도봉,2017-07-30,26.7,24.2,31.4,0,4.4,0.9,331.9
노원,2017-07-30,26.4,23.1,31.8,0,5.1,0.9,323.4
동대문,2017-07-30,27.8,24.6,32.3,0,6.3,1.6,309.4
중랑,2017-07-30,28.4,24.8,32.8,0,7.2,1.9,157.5
마포,2017-07-30,27.9,24.7,32.3,0,7.2,2.2,140.6
서대문,2017-07-30,27,24.4,32.1,0,4.6,1.1,115.3
광진,2017-07-30,27.6,24.3,32.5,0,5.3,1.3,306.6
성북,2017-07-30,27.1,24.4,31.7,0,5.5,1.2,286.9
용산,2017-07-30,28.6,25.2,32.6,0,5.1,1.3,216.6
은평,2017-07-30,26.3,23.2,31,0,4.3,1,289.7
금천,2017-07-30,27.6,24.3,32.6,0,5,1.8,182.8
중구,2017-07-30,26.6,22.9,32.6,0,4.5,0.8,291.3
성동,2017-07-30,28.1,24.8,32.3,0,6,1.8,157.5
종로,2017-07-30,25.2,22.1,29.5,0,5.3,1.6,115.3
구로,2017-07-30,27.8,24.5,33.3,0,6.5,1.9,210.9
강북,2017-07-30,28.1,25.1,32.4,0,6.3,1.7,272.8
관악,2017-07-30,25.8,23.3,30.9,0,6,1.8,295.3
영등포,2017-07-30,28.8,25.5,33.5,0,4.8,1.2,225
동작,2017-07-30,27.7,24.5,33.1,0,4.6,0.9,233.4
강남,2017-07-31,25.7,24.1,28.6,10,5.1,1,241.9
서초,2017-07-31,25.6,24,27.2,8.5,4.3,1.1,188.4
강동,2017-07-31,24.6,23.1,26.1,20.5,5.3,1.1,165.9
송파,2017-07-31,25.7,24.3,28.3,9,5.2,1.2,163.1
강서,2017-07-31,25.8,24.6,27.8,8,6.4,1.1,143.4
양천,2017-07-31,26.3,24.5,28,7.5,4.6,1,163.1
도봉,2017-07-31,24.6,23.4,25.9,5,3.9,0.4,137.8
노원,2017-07-31,24.3,23.3,25.7,6.5,3.6,0.7,120.9
동대문,2017-07-31,25.3,24,27.1,7.5,5,1,168.8
중랑,2017-07-31,25.5,24.4,27.5,14.5,6.5,1.5,146.3
마포,2017-07-31,25.6,24.1,27.5,4.5,6.4,1.7,123.8
서대문,2017-07-31,24.9,23.4,26.3,4,4.5,0.8,132.2
광진,2017-07-31,24.9,23.1,26.6,9,4,0.8,194.1
성북,2017-07-31,24.9,23.7,26.5,7,5.1,0.9,210.9
용산,2017-07-31,26.1,24.3,28.4,9.5,4,1.1,30.9
은평,2017-07-31,24.3,22.8,26.3,1.5,3.2,0.4,104.1
금천,2017-07-31,25,23.5,26.9,14,5.7,1.5,84.4
