지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s),최대 순간 풍속 풍향(deg)
강남,2018-01-29,-7.5,-9.6,-4.9,0,10.3,2.1,247.5
강남,2018-01-30,-4.5,-9.7,-1,0,6.7,1.3,267.2
강남,2018-01-31,-0.9,-2.1,0.9,0,4.8,1.5,286.9
강남,2018-02-01,-2.4,-6.8,1.3,0,6.1,1.4,239.1
강남,2018-02-02,-1.5,-6.1,3.1,0,5.3,1.4,272.8
강남,2018-02-03,-6.5,-9,-0.7,0,8.9,2.8,281.3
강남,2018-02-04,-8.6,-11.5,-5.3,0,7.8,2.4,191.3
강남,2018-02-05,-8.4,-10.1,-5.1,0,8.6,2.6,295.3
강남,2018-02-06,-9.4,-11.6,-5.8,0,8.2,2.3,278.4
강남,2018-02-07,-7,-12,-2.4,0,5.7,1.5,250.3
강남,2018-02-08,-3.4,-8.9,1.7,0,4.5,1.1,272.8
강남,2018-02-09,0.8,-4,6.1,0,5.5,1.3,213.8
강남,2018-02-10,0.3,-5.3,3.9,0,9.3,2.1,292.5
강남,2018-02-11,-5.2,-7.5,-2.5,0,8.7,2.3,306.6
강남,2018-02-12,-4.9,-7.5,-1.7,0,9.5,2.3,309.4
강남,2018-02-13,0.3,-4.5,4.7,0,10.5,2.2,233.4
강남,2018-02-14,4.1,0.3,8.4,0,9.7,2.3,250.3
강남,2018-02-15,0.3,-2.1,3.5,0,6.4,1.9,239.1
강남,2018-02-16,0.1,-3.5,4.5,0,7.6,1.7,275.6
강남,2018-02-17,-2.1,-5.6,1.5,0,8.4,2.5,275.6
강남,2018-02-18,0.5,-3,4.7,0,4.6,1.1,300.9
강남,2018-02-19,2.8,-0.1,6.5,0,4.3,1,267.2
강남,2018-02-20,2.3,-0.5,6.1,0,7.7,1.7,300.9
강남,2018-02-21,0.1,-2.9,4.3,0,7.4,1.8,241.9
강남,2018-02-22,1.9,-2.2,5.8,0,9.1,2.1,267.2
강남,2018-02-23,5.3,0.4,9.2,4,9.6,1.9,216.6
강남,2018-02-24,3.5,1.8,6.7,0,5.5,1.6,267.2
강남,2018-02-25,2.8,0,7.4,0,5.8,1.5,289.7
강남,2018-02-26,4.2,-1.5,10.1,0,5.6,1.1,300.9
강남,2018-02-27,5,2,7.6,0,3.4,0.8,168.8
강남,2018-02-28,4.6,2.1,8,17,7.3,1.8,56.3
강남,2018-03-01,0.6,-3.3,3.9,1,10.2,3.1,272.8
강남,2018-03-02,0.6,-4.4,5.4,0,5.7,1.3,272.8
강남,2018-03-03,8.2,0.9,16.2,0,6.3,1.4,199.7
강남,2018-03-04,9.8,8,12.2,14,6.5,1.2,87.2
강남,2018-03-05,5.6,2.4,10,6,10.9,3.2,36.6
강남,2018-03-06,5.4,0.4,10.7,0,4.8,1.4,267.2
강남,2018-03-07,6.6,3.3,10.9,0.5,6.4,1.5,194.1
강남,2018-03-08,5,3.1,9.4,6.5,7.6,1.5,292.5
강남,2018-03-09,5.6,3.5,9.2,0,5.8,1.5,264.4
강남,2018-03-10,5.3,2.3,9.3,0,7.2,1.8,295.3
강남,2018-03-11,7.3,4.2,11.9,0,6.2,1.7,320.6
강남,2018-03-12,8.9,3.2,15,0,6.1,1.4,292.5
강남,2018-03-13,12.6,6.2,18.8,0,8.6,2,225
강남,2018-03-14,17.3,14.2,21.7,0,7.3,1.8,261.6
강남,2018-03-15,12.7,8.4,16.8,30.5,6.6,1.5,244.7
강남,2018-03-16,6.5,4.3,10.4,0,8.3,2.8,61.9
강남,2018-03-17,7.6,2,13.4,0,5.7,1.6,286.9
강남,2018-03-18,9.1,7.1,12.3,1,4.9,1,250.3
강남,2018-03-19,8.3,6.5,10.3,2,9.7,2.8,70.3
강남,2018-03-20,4.9,1.9,8.7,0,10.5,3.5,67.5
강남,2018-03-21,2.1,1.1,4,0.5,8.8,2.3,67.5
강남,2018-03-22,5.7,2.2,11.4,0,7.2,2.1,247.5
강남,2018-03-23,7,2.5,12,0,5.8,1.6,267.2
강남,2018-03-24,8.1,5.8,12.7,0,6.6,1.8,278.4
강남,2018-03-25,9.9,5.2,16.8,0,6.2,1.5,258.8
강남,2018-03-26,11.5,5.5,17.6,0,6.4,1.3,284.1
강남,2018-03-27,14,8.5,20.3,0,6.7,1.3,233.4
강남,2018-03-28,15.3,10.8,19.8,0,7.1,1.6,284.1
강남,2018-03-29,16,13.3,20.5,0,5.3,1.3,250.3
강남,2018-03-30,15.3,11.5,21.5,0,7.1,1.4,278.4
강남,2018-03-31,14.9,11.2,19.5,0,7.2,1.6,292.5
강남,2018-04-01,15.9,12.5,18.8,0,5.8,1.2,208.1
강남,2018-04-02,18.8,15.9,23.4,0,7.3,1.3,230.6
강남,2018-04-03,18.5,15.5,21.7,0,7,1.7,210.9
강남,2018-04-04,12.7,10,16.2,20.5,8.4,2,56.3
강남,2018-04-05,7.9,6.9,10.2,17.5,5.7,1.7,53.4
강남,2018-04-06,6.6,3.7,9.3,9,11.1,2.8,255.9
강남,2018-04-07,4.9,1.9,8.6,0,10.7,3.5,303.8
강남,2018-04-08,4.9,2.4,8.6,4,6.5,1.9,81.6
강남,2018-04-09,8.6,1.4,15.4,0,4.5,1.1,289.7
강남,2018-04-10,15.8,8.1,22.4,3.5,16.1,3.4,208.1
강남,2018-04-11,13.3,10,17.2,0,9,2.7,230.6
강남,2018-04-12,14.3,8.9,19.4,0,9,2,255.9
강남,2018-04-13,15.2,9.6,18.9,0,6.2,1.3,123.8
강남,2018-04-14,9.9,7.1,15,12.5,6.8,1.6,272.8
강남,2018-04-16,,,,0,,,
강남,2018-04-17,13.8,8.5,19.9,0,6.2,1.5,275.6
강남,2018-04-18,14,9,19.4,0,7,1.5,278.4
강남,2018-04-19,15.1,9.6,20.7,0,6.7,1.6,210.9
강남,2018-04-20,19.3,12,26,0,5.5,1.1,315
강남,2018-04-21,19.9,13.7,25.3,0,7.2,1.3,306.6
강남,2018-04-22,16.1,10.6,21.8,10,8.4,1.6,42.2
강남,2018-04-23,9.6,8.7,11,67.5,7,2.6,61.9
강남,2018-04-24,12.5,9.7,15,1.5,8.1,2.5,53.4
강남,2018-04-25,15.7,7.8,23.5,0,5.8,1.2,286.9
강남,2018-04-26,16.3,11.8,22,0,6.6,1.6,267.2
강남,2018-04-27,16.5,10.8,22.8,0,5.9,1.6,317.8
강남,2018-04-28,16.5,12,21.5,0,8.1,1.6,239.1
강남,2018-04-29,17.1,10.4,22.8,0,7.2,1.5,247.5
강남,2018-04-30,19.6,15.3,24.8,0,5.5,1.5,300.9
강남,2018-05-01,21,17.9,24,0,4.8,1.2,295.3
강남,2018-05-02,15.5,9.3,20.8,5.5,9.2,1.8,261.6
강남,2018-05-03,12.2,8.5,15.4,5.5,10.3,2.3,216.6
강남,2018-05-04,15.1,11.3,19.9,0,9.1,3.2,247.5
강남,2018-05-05,18.9,12.8,24.6,0,8,2.2,180
강남,2018-05-06,16.7,14.8,19.4,25.5,7.3,1.3,233.4
강남,2018-05-07,19.9,15,26.2,0,5.2,1.2,216.6
강남,2018-05-08,17.4,12.4,22,0,7.2,2.3,75.9
강남,2018-05-09,16.4,11.1,21.5,0,6.4,1.8,67.5
강남,2018-05-10,16.2,12.4,21.7,0,6.9,1.8,312.2
강남,2018-05-11,16.9,12.8,22.2,0,6.1,1.3,281.3
강남,2018-05-12,14.8,11.1,17.5,33,6,0.8,216.6
강남,2018-05-13,16.2,13.6,19.8,0,6,1.9,258.8
강남,2018-05-14,19,12.4,26.2,0,5.3,1.2,278.4
강남,2018-05-15,24.1,16.5,30.3,0,5.2,1,196.9
강남,2018-05-16,23.2,22.2,25.7,36.5,9.6,1.2,236.3
강남,2018-05-17,21.4,19.1,25.3,103,11.8,0.9,326.3
강남,2018-05-18,16.3,12.8,19.4,6,7.7,1.8,67.5
강남,2018-05-19,18.1,11.8,24.9,0,6.7,2.1,53.4
강남,2018-05-20,17.9,13.7,22.4,0,7.2,2,75.9
강남,2018-05-21,18.6,13.2,23.6,0,5.5,1.1,180
강남,2018-05-22,18.5,16,23.2,13,4.8,0.7,278.4
강남,2018-05-23,18.3,15.1,23.4,7,7.5,2,284.1
강남,2018-05-24,19.5,13.2,24.7,0,7.5,2,250.3
강남,2018-05-25,21,15.6,26.9,0,6.8,1.4,281.3
강남,2018-05-26,22.4,15.5,29.6,0,7,1.5,247.5
강남,2018-05-27,21.3,18.4,25.2,0,6,1.4,253.1
강남,2018-05-28,22.8,16.4,29.5,0,6.5,1.5,289.7
강남,2018-05-29,21.9,19.2,26.9,2.5,6.3,1.7,261.6
강남,2018-05-30,20.7,16.8,25.2,0,6.9,1.8,250.3
강남,2018-05-31,21.9,15.7,27.6,0,5.5,1.7,289.7
강남,2018-06-01,25,19.5,30.6,0,7.2,1.8,286.9
강남,2018-06-02,24.6,19.4,30.4,0,7.4,1.7,239.1
강남,2018-06-03,25,18.5,31,0,6.3,1.5,292.5
강남,2018-06-04,23.7,20,28.1,0,6.6,1.6,270
강남,2018-06-05,24.5,20.1,29.1,0,6.2,1.3,244.7
강남,2018-06-06,24.1,20.9,27.8,0,6.8,1.7,253.1
강남,2018-06-07,23.2,18.9,29.4,0,6.2,1.8,272.8
강남,2018-06-08,22.4,19.2,27.2,0,5.9,1.9,284.1
강남,2018-06-09,24,20.3,30,1,6.1,1.6,64.7
강남,2018-06-10,21.6,18.7,24.6,0.5,6,1.6,81.6
강남,2018-06-11,20.4,17.7,24.4,2,5.2,1.5,64.7
강남,2018-06-12,21.8,17.5,26.9,1,6.6,1.6,284.1
강남,2018-06-13,22.7,19.3,27.3,0,5.7,1.2,334.7
강남,2018-06-14,22.1,18.9,26.1,2.5,5.2,1.3,289.7
강남,2018-06-15,21.8,18.3,26.5,0.5,7.4,2,47.8
강남,2018-06-16,22.7,17.4,29,0,5.2,1.6,250.3
강남,2018-06-17,23.6,20.2,27.6,0,5.7,1,284.1
강남,2018-06-18,25.8,21,31,0,6.4,1.5,233.4
강남,2018-06-19,23.2,20.7,28,0,7.2,1.6,163.1
강남,2018-06-20,23.2,20.1,29.2,0,7.6,2.3,267.2
강남,2018-06-21,24.1,20,29,0,7.5,2.1,295.3
강남,2018-06-22,26.1,20,32.6,0,6.9,1.5,230.6
강남,2018-06-23,25.1,22.3,29.5,0,6.9,1.8,253.1
강남,2018-06-24,25.8,20.5,32.5,0,6.8,1.8,244.7
강남,2018-06-25,27.8,22,33.7,0,5.8,1.1,236.3
강남,2018-06-26,22.8,20,28.5,48.5,9.9,2.2,267.2
강남,2018-06-27,23.1,19.3,26.7,0.5,7.4,1.8,258.8
강남,2018-06-28,23.6,19.5,28.4,10,7.1,1.2,230.6
강남,2018-06-29,25.5,21.5,29.4,1.5,6.2,1.6,264.4
강남,2018-06-30,25.6,22.8,29.6,3.5,4.9,1,208.1
강남,2018-07-01,22,20.8,23.7,81.5,4.4,1.1,95.6
강남,2018-07-02,22.5,20.8,24.9,73,5.9,0.9,160.3
강남,2018-07-03,27.2,22.5,32.6,0,6.8,1.3,73.1
강남,2018-07-04,27.8,24.6,32.1,0,6.7,1.7,219.4
강남,2018-07-05,25.4,22.6,30.8,1,5.7,1.5,81.6
강남,2018-07-06,23.8,21.5,27.2,0,7.9,2.7,64.7
강남,2018-07-07,23.4,19.8,28.7,0,7.3,2.6,61.9
강남,2018-07-08,23.1,18.3,28.2,0,6.5,1.8,95.6
강남,2018-07-09,20.7,19.7,24.5,11.5,5.4,1.6,70.3
강남,2018-07-10,24.3,20.6,27.2,10,3.7,0.7,126.6
강남,2018-07-11,27.8,24.6,31.2,2.5,6.9,1.3,255.9
강남,2018-07-12,28,26,30.4,0.5,7.1,1.6,281.3
강남,2018-07-13,28,25.4,31.6,0,6.2,1.4,230.6
강남,2018-07-14,28.6,25.2,32.9,0,6.5,1.9,278.4
강남,2018-07-15,29.1,25.4,34.1,0,5.3,1.4,286.9
강남,2018-07-16,30,25.8,34.4,0,6.5,1.3,303.8
강남,2018-07-17,29.1,25.4,32.5,0,6.6,1.6,306.6
강남,2018-07-18,29.4,24.9,34.3,0,6.7,1.6,267.2
강남,2018-07-19,29.4,24.8,34,0,5.8,1.5,258.8
강남,2018-07-20,30.6,25.8,34.9,0,5.9,1.3,230.6
강남,2018-07-21,31.5,26,37.1,0,6.1,1.1,275.6
강남,2018-07-22,32,26.3,38.3,0,5.3,1.1,306.6
강남,2018-07-23,32.3,30,36.2,0,6.1,1.7,270
강남,2018-07-24,32.3,28.2,37.1,0,5.9,1.2,289.7
강남,2018-07-25,30.8,28,34.3,0,6.3,2.1,261.6
강남,2018-07-26,30.6,27.7,33.7,0,5,1.4,317.8
강남,2018-07-27,31.5,28,36.2,0,6.7,1.4,241.9
강남,2018-07-28,30.3,28,36.3,16,5.7,0.8,247.5
강남,2018-07-29,31.8,28.1,36.6,0,8.4,1.8,45
강남,2018-07-30,32,27.6,36.5,0,6.6,1.7,64.7
강남,2018-07-31,32.6,28.3,36.7,0,5.5,1.3,75.9
강남,2018-08-01,34,28.6,40,0,6.5,1.3,289.7
강남,2018-08-02,34.3,31.1,38.2,0,6.2,1.4,309.4
강남,2018-08-03,33.5,31.1,37.1,0,6.5,1.6,284.1
강남,2018-08-04,31.6,28.9,34.4,0,6.7,2,241.9
강남,2018-08-05,30.5,27.5,34.2,0.5,7.9,2.1,250.3
강남,2018-08-06,30.1,25.8,35.5,53.5,6,1.2,61.9
강남,2018-08-07,31.1,27.4,35.9,0,6.3,1.1,270
강남,2018-08-08,31.5,28.2,36,0,7.6,1.6,272.8
강남,2018-08-09,29.6,27.1,32.1,30.5,7.5,0.9,264.4
강남,2018-08-10,31,26.9,36.7,0,4.8,1,61.9
강남,2018-08-11,30.9,27,35.9,0,5.1,1.5,202.5
강남,2018-08-12,30.9,27.6,34.8,0,5.1,1.3,59.1
강남,2018-08-13,31.3,26.9,35.2,3,6.8,0.8,284.1
강남,2018-08-14,32,28.7,36.1,0,5.1,0.9,340.3
강남,2018-08-15,31.5,27.2,38.4,1,9.1,1.4,70.3
강남,2018-08-16,30,24.9,34.1,0,8.1,2.1,59.1
강남,2018-08-17,27.2,22.6,33.2,0,6.9,2,75.9
강남,2018-08-18,26.8,22.7,31.1,0,6.3,1.4,180
강남,2018-08-19,28,23.9,32.9,0,4.8,1.3,59.1
강남,2018-08-20,28.9,25.6,32.4,0,8.6,1.6,202.5
강남,2018-08-21,27.2,23.5,31.3,4.5,8.7,2,199.7
강남,2018-08-22,30.7,24.5,36,0,6,1.4,135
강남,2018-08-23,29.5,27,31.1,2,8.3,2.4,87.2
강남,2018-08-24,24.6,23.6,28.2,10.5,6.8,1.7,230.6
강남,2018-08-25,25.5,23.3,28.9,0,7.1,2,258.8
강남,2018-08-26,22.9,20.3,28.1,1.5,6.4,1.1,191.3
강남,2018-08-27,22.7,20,25.3,24.5,4.4,0.9,59.1
강남,2018-08-28,23.7,22.6,26.1,98,8.4,0.4,112.5
강남,2018-08-29,25.8,22.7,30,18.5,8.7,1.6,253.1
강남,2018-08-30,26.7,24.7,29.5,7,6.7,1.5,289.7
강남,2018-08-31,26.1,23.7,30.8,0.5,5.9,1.6,261.6
강남,2018-09-01,26,21.9,30.9,0,6.1,1.7,45
강남,2018-09-02,25.3,21.1,30,0,5.4,1.5,84.4
강남,2018-09-03,23.8,21.2,27.8,46.5,8.2,1.1,303.8
강남,2018-09-04,24.6,21,28.6,0,9,1.9,264.4
강남,2018-09-05,25.2,21.9,28.8,0,10.7,2.3,281.3
강남,2018-09-06,24.3,21.4,29,1,10.4,1.6,236.3
강남,2018-09-07,22.6,20.1,26.3,1,7.5,2.1,286.9
강남,2018-09-08,22.5,17.1,27.7,0,5.9,1.2,75.9
강남,2018-09-09,22.5,17.3,27.5,0,5.5,1.3,84.4
강남,2018-09-10,23,19.6,27.8,0,6.1,1.7,73.1
강남,2018-09-11,21.7,18,25.9,0,5.6,1.7,59.1
강남,2018-09-12,22.6,18.1,27.8,0,5.8,1.5,56.3
강남,2018-09-13,23.4,20.6,27.5,0,4.4,1.3,42.2
강남,2018-09-14,23.3,20.8,25.9,0.5,4.5,1.5,36.6
강남,2018-09-15,23,20.9,24.7,1,4.1,1.1,59.1
강남,2018-09-16,22.8,21.9,24.7,1,5.1,1.5,270
강남,2018-09-17,23.1,19.7,27.8,0,6.1,1.6,244.7
강남,2018-09-18,23,18.5,26.9,0,5.9,1.2,236.3
강남,2018-09-19,22.4,19.7,26.5,0,4.7,1.1,177.2
강남,2018-09-20,19,17.7,20.7,5.5,7.2,1.8,84.4
강남,2018-09-21,19.7,17.8,21.5,19.5,4.4,1.1,47.8
강남,2018-09-22,21.8,18.5,26.1,12,8.5,1.3,250.3
강남,2018-09-23,20.6,17,25.6,0,8.4,1.6,284.1
강남,2018-09-24,19.3,17.1,22.2,0,7.7,1.5,272.8
강남,2018-09-25,18.2,13,23.2,0,5.9,1.2,56.3
강남,2018-09-26,19.5,17.1,23.6,0,5.6,1.7,75.9
강남,2018-09-27,19.6,15.3,24.5,0,5.6,1.5,47.8
강남,2018-09-28,18.1,15.4,22.1,0,4.1,1.3,199.7
강남,2018-09-29,20.6,15.3,26.5,0,4.3,1.1,78.8
강남,2018-09-30,18.5,15.8,22,0,8.3,2,261.6
강남,2018-10-01,16.3,14.6,19.7,0,8.7,2.5,286.9
강남,2018-10-02,16.9,12.3,21.4,0,6.5,1.4,292.5
강남,2018-10-03,18.1,12.6,23.8,0,4.3,1.1,275.6
강남,2018-10-04,19.3,14.1,24.6,0,5.4,1.6,45
강남,2018-10-05,17.1,15.9,19.2,42.5,7.4,2.1,61.9
강남,2018-10-06,18.6,16.5,21.8,69.5,8.8,1.6,59.1
강남,2018-10-07,18,15.3,21.9,0,6.2,1.4,309.4
강남,2018-10-08,15.8,10.8,21.1,0,5.7,1.1,78.8
강남,2018-10-09,15.7,11.6,19.8,0,4.9,1.1,112.5
강남,2018-10-10,13.1,10.4,17.4,4,8.4,2.3,295.3
강남,2018-10-11,11.4,8.8,14.6,0,10.4,2,300.9
강남,2018-10-12,12.1,7.4,16.8,0,5.4,1.1,33.8
강남,2018-10-13,13.2,7.9,18.5,0,4,1.1,53.4
강남,2018-10-14,14.2,8.9,19.3,0,6.2,0.8,261.6
강남,2018-10-15,16.2,11.6,21,0,4.8,1.1,70.3
강남,2018-10-16,15.3,11.7,20.1,0,5.6,1.1,331.9
강남,2018-10-17,13.8,10.5,18.2,0,5.6,1.1,244.7
강남,2018-10-18,13.1,8.9,17.8,0,6.1,1.4,36.6
강남,2018-10-19,14.4,9.7,19.5,0,5.3,1.1,19.7
강남,2018-10-20,14.3,9,20.6,0,4.9,1.1,258.8
강남,2018-10-21,14.2,8.4,20,0,5.3,1.2,236.3
강남,2018-10-22,14.3,9.9,20.1,0,4,1,171.6
강남,2018-10-23,13.1,10.5,16.6,4,6.9,1.2,351.6
강남,2018-10-24,13.7,8.9,18.4,0,6,1.2,236.3
강남,2018-10-25,14.7,8.7,21.1,0,3.4,1,56.3
강남,2018-10-26,13.3,10.3,15.2,8.5,10.8,1.4,270
강남,2018-10-27,10.1,8.3,12.3,0,10,2.5,281.3
강남,2018-10-28,9.3,6.8,14,5.5,11.6,1.3,8.4
강남,2018-10-29,8.9,5.4,12.1,0,8.5,1.7,225
강남,2018-10-30,7.7,4.1,11.1,0,6.6,1.8,278.4
강남,2018-10-31,9,6.1,11.9,0,6,1.6,323.4
강남,2018-11-01,9.8,4.6,15.1,0,5.4,1.2,253.1
강남,2018-11-02,11.8,5.9,18.6,0,3.4,1.1,64.7
강남,2018-11-03,12.2,6.9,18.7,0,4.5,1.3,292.5
강남,2018-11-04,12.8,7,18.6,0,4.7,1.2,303.8
강남,2018-11-05,13.1,8.7,17.9,0,5,1,84.4
강남,2018-11-06,13.2,9.4,16.6,0,3.2,1,289.7
강남,2018-11-07,13.4,11,16.2,1.5,4.7,1.2,59.1
강남,2018-11-08,12.8,11.4,15.7,64.5,8.5,1.6,261.6
강남,2018-11-09,13,11.1,15.6,0.5,8.5,2.8,267.2
강남,2018-11-10,13.1,10.5,17.2,0,5.9,1.3,289.7
강남,2018-11-11,9.5,7.6,12,0,5.2,1.1,255.9
강남,2018-11-12,10,6,14.8,0,4.4,0.8,281.3
강남,2018-11-13,10.3,6.4,14.8,0,4.1,0.6,284.1
강남,2018-11-14,11,6.9,15.8,0,4.2,0.6,135
강남,2018-11-15,10.8,6.4,16.1,0,3.7,0.9,70.3
강남,2018-11-16,9.9,6.3,14.2,0,6.1,1.4,247.5
강남,2018-11-17,6.8,3.7,11.3,0,5.3,1.4,255.9
강남,2018-11-18,7.5,3.8,10.5,0,4.6,1.1,278.4
강남,2018-11-19,7.9,4.9,12.4,0,5.4,1.3,300.9
강남,2018-11-20,7.8,2.8,12.6,0,5.5,1.5,208.1
강남,2018-11-21,6.5,4.6,9.2,2,6.1,1.1,22.5
강남,2018-11-22,3.8,0.9,7.4,0,8,1.8,298.1
강남,2018-11-23,3.1,-0.1,7.1,0,4,1.1,33.8
강남,2018-11-24,3.4,0.2,4.9,11,7.4,1,14.1
강남,2018-11-25,5.5,3.1,9.2,0,3.2,0.7,64.7
강남,2018-11-26,6.4,2.2,12.3,0,4.1,0.7,84.4
강남,2018-11-27,7.4,2.8,12,0,5.4,0.9,272.8
강남,2018-11-28,6.6,4.6,10.5,0,4.9,1.1,286.9
강남,2018-11-29,5,2.2,7.1,0,3.7,1,334.7
강남,2018-11-30,4.3,0.7,8.6,0,5.2,1.3,300.9
강남,2018-12-01,6.1,2,10.8,0,4,1.1,78.8
강남,2018-12-02,8,3.3,12.1,0,4,1.3,67.5
강남,2018-12-03,11.5,9.6,13.8,8.5,4.4,1,45
강남,2018-12-04,7.4,1,12,7,9,2.1,275.6
강남,2018-12-05,1.3,-2.1,4.8,0,5.1,1.5,272.8
강남,2018-12-06,3.1,0.1,7.1,0,8.5,1.8,278.4
강남,2018-12-07,-6.4,-8.2,0.1,0,8.7,2.6,278.4
강남,2018-12-08,-7.3,-9.6,-3.7,0,7.8,1.9,270
강남,2018-12-09,-5.9,-9.8,-2.2,0,5.1,1.3,81.6
강남,2018-12-10,-1.8,-6.6,3.2,0,3.8,1.1,81.6
강남,2018-12-11,0.8,-1.3,2.6,0,5.1,1.1,47.8
강남,2018-12-12,-0.7,-2.9,1.8,0,5.9,2,286.9
강남,2018-12-13,-1.3,-3.8,3.2,1,9.2,1.7,270
강남,2018-12-14,-2.7,-5.3,0.4,0,4.9,1.5,275.6
강남,2018-12-15,-1.5,-6.1,2.8,0,3.2,1,67.5
강남,2018-12-16,0.6,-1.4,2.5,0,3.4,0.9,53.4
강남,2018-12-17,2.9,0.2,6.3,0,5.8,1.6,286.9
강남,2018-12-18,3.9,-1.3,7.9,0,7.9,1.5,250.3
강남,2018-12-19,5.4,1.9,8.9,0,5,1.1,255.9
강남,2018-12-20,4.4,0.5,9.4,0,3,0.9,64.7
강남,2018-12-21,6.3,1.2,10.1,0,3.7,1.1,67.5
강남,2018-12-22,7.8,5,12,0,5.7,1.2,267.2
강남,2018-12-23,3.5,-1.7,7.9,0,8,2.3,286.9
강남,2018-12-24,-0.9,-3.5,2.7,0,5.5,1.6,278.4
강남,2018-12-25,1.1,-2.7,4.6,0,4.9,1.1,253.1
강남,2018-12-26,-0.5,-6,4.1,0,7.2,2.3,250.3
강남,2018-12-27,-9.2,-11.6,-6,0,8.3,2.8,261.6
강남,2018-12-28,-9.5,-13.2,-6.2,0,7.4,2,292.5
강남,2018-12-29,-6.6,-9.1,-3.3,0,7.7,2.3,295.3
강남,2018-12-30,-5.9,-9.2,-1.8,0,4.8,1.3,267.2
강남,2018-12-31,-4.3,-8.8,-0.7,0,5.6,1.4,261.6
서초,2018-01-01,-1,-5.4,3.4,0,5.2,1.3,309.4
서초,2018-01-02,-1.6,-4.7,2,0,7.4,2,326.3
서초,2018-01-03,-3.7,-5.4,-0.7,0,5.8,2.1,329.1
서초,2018-01-04,-3.3,-6.8,-0.4,0,4.1,1.2,334.7
서초,2018-01-05,-2.1,-5.9,2.4,0,5.5,1.3,331.9
서초,2018-01-06,-1.9,-6.5,2.1,0,4.7,1.5,340.3
서초,2018-01-07,-0.8,-6.4,2.8,0,3,1,109.7
서초,2018-01-08,2,-0.7,4.9,0.5,9.1,1.4,295.3
서초,2018-01-09,-3.4,-4.7,-0.7,0,8.5,2.4,295.3
서초,2018-01-10,-6.6,-9.4,-4.4,0,9,3,348.8
서초,2018-01-11,-10.1,-12.4,-7.2,0,7.1,2.6,329.1
서초,2018-01-12,-9.1,-13.5,-5.9,0,5.7,1.9,312.2
서초,2018-01-13,-4.1,-7.1,-0.9,0,3.1,1.3,157.5
서초,2018-01-14,1,-5.5,5.8,0,5.1,1.5,118.1
서초,2018-01-15,4.9,1.4,8,0,5.2,1.6,298.1
서초,2018-01-16,3.8,-1.2,6.6,0,3,0.9,165.9
서초,2018-01-17,5.1,2.6,8.9,0,5,1.1,306.6
서초,2018-01-18,2.9,1.4,5.2,0,5.2,1.7,334.7
서초,2018-01-19,1.7,-1.5,5.4,0,5.6,1.3,323.4
서초,2018-01-20,2.8,-2.3,7.5,0,4.4,1.4,239.1
서초,2018-01-21,0.8,-3.8,5.2,0,4.6,1.2,326.3
서초,2018-01-22,0.8,-4.7,5.1,4,7.6,1.1,300.9
서초,2018-01-23,-11,-14,-4.7,0,,,
서초,2018-01-24,-13.4,-15.1,-10.5,0,10,3.4,320.6
