date,dalian_pm25,dalian_pm10,dalian_o3,dalian_no2,dalian_so2,dalian_co
2018-11-12,160,106,28,32,12,19
2018-11-13,179,97,46,22,12,15
2018-11-14,172,76,35,19,9,9
2018-11-15,147,34,21,11,5,4
2018-11-16,47,45,18,24,11,9
2018-11-17,79,63,24,20,9,9
2018-11-18,133,50,28,15,9,6
2018-11-19,71,79,24,19,9,10
2018-11-20,139,45,23,18,9,6
2018-11-21,73,35,19,15,10,6
2018-11-22,56,53,37,11,8,7
2018-11-23,101,47,25,15,6,9
2018-11-24,99,109,40,25,10,14
2018-11-25,182,91,46,13,7,10
2018-11-26,169,221,27,17,8,8
2018-11-27,168,102,27,11,10,5
2018-11-28,91,62,22,14,7,5
2018-11-29,77,70,26,21,11,8
2018-11-30,104,71,32,14,6,8
2018-12-01,108,58,29,7,4,6
2018-12-02,87,92,22,11,4,8
2018-12-03,131,46,35,8,6,4
2018-12-04,61,31,25,8,9,4
2018-12-05,48,33,22,8,6,5
2018-12-06,64,32,22,7,5,4
2018-12-07,40,36,23,9,6,5
2018-12-08,49,36,20,19,10,8
2018-12-09,70,59,17,24,14,13
2018-12-10,126,53,18,16,9,8
2018-12-11,111,44,20,15,9,8
2018-12-12,82,41,24,11,7,6
2018-12-13,71,41,22,16,9,5
2018-12-14,68,51,27,7,7,6
2018-12-15,108,90,20,24,13,14
2018-12-16,167,49,22,21,11,6
2018-12-17,78,52,15,27,16,9
2018-12-18,114,51,20,28,16,10
2018-12-19,81,54,31,21,13,11
2018-12-20,117,77,28,23,11,14
2018-12-21,156,88,15,24,12,16
2018-12-22,169,45, ,13,7,5
2018-12-23,82,38,40,14,9,6
2018-12-24,60,69,17,18,10,9
2018-12-25,120,37,22,10,6,5
2018-12-26,55,34,20,8,6,5
2018-12-27,49,43,21,10,10,4
2018-12-28,45,32,21,12,8,6
2018-12-29,57,33,22,9,7,5
2018-12-30,59, , , , , 
2018-07-01,43,17,48,5,3,6
2018-07-02,50,12,36,4,5,7
2018-07-03,34,32,43,16,4,7
2018-07-04,73,49,55,14,5,8
2018-07-05,104,23,35,5,3,6
2018-07-06,56,18,36,5,3,5
2018-07-07,24,24,38,8,4,5
2018-07-08,58,29,38,7,3,4
2018-07-09,72,28,37,9,3,6
2018-07-10,77,26,34,9,3,6
2018-07-11,75,25,21,5,3,4
2018-07-12,36,29,34,5,4,4
2018-07-13,55,38,51,5,3,5
2018-07-14,78,40,49,6,4,5
2018-07-15,79,31,34,5,4,5
2018-07-16,57,33,33,6,4,4
2018-07-17,66,24,28,5,4,5
2018-07-18,48,24,25,6,4,5
2018-07-19,58,29,27,6,4,5
2018-07-20,59,42,29,6,4,5
2018-07-21,98,44,30,6,4,6
2018-07-22,106,31,34,3,5,6
2018-07-23,68,30,22,2,3,6
2018-07-24,49,43,47,5,3,7
2018-07-25,90,71,68,5,4,10
2018-07-26,151,55,48,4,2,9
2018-07-27,119,62,42,11,2,11
2018-07-28,132,60,44,10,1,10
2018-07-29,124,56,51,16,4,11
2018-07-30,110,44,47,17,5,10
2018-07-31,84,55,87,16,5,12
2018-08-01,117,56,108,17,5,11
2018-08-02,101,46,65,4,3,9
2018-08-03,90,32,37,2,3,6
2018-08-04,63,41,46,5,3,8
2018-08-05,82,48,45,9,3,10
2018-08-06,83,46,53,4,2,8
2018-08-07,108,48,50,11,2,10
2018-08-08,104,50,93,13,6,10
2018-08-09,98,39,81,11,5,7
2018-08-10,64,38,90,11,5,8
2018-08-11,72,29,53,4,3,7
2018-08-12,63,33,28,3,3,5
2018-08-13,55,36,20,3,3,5
2018-08-14,51,33,21,3,3,5
2018-08-15,48,40,49,13,4,9
2018-08-16,77,42,38,8,4,7
2018-08-17,57,61,45,4,3,5
2018-08-18,38,30,43,7,3,6
2018-08-19,52,22,40,4,3,6
2018-08-20,35,33,41,15,7,6
2018-08-21,66,46,43,24,11,7
2018-08-22,69,60,33,20,12,12
2018-08-23,98,49,46,12,7,9
2018-08-24,71,35,79,9,7,6
2018-08-25,57,41,78,7,8,6
2018-08-26,79,37,56,11,6,7
2018-08-27,70,36,47,10,5,7
2018-08-28,69,31,43,11,4,7
2018-08-29,62,36,55,15,6,7
2018-08-30,65,37,50,13,7,7
2018-08-31,65,30,42,10,5,7
2018-09-01,58,32,41,4,4,6
2018-09-02,68,61,82,8,6,11
2018-09-03,124,52,52,12,6,10
2018-09-04,88,27,43,14,6,10
2018-09-05,41,57,85,10,8,9
2018-09-06,95,25,33,10,4,4
2018-09-07,36,23,35,12,5,6
2018-09-08,35,28,41,17,5,7
2018-09-09,45,39,53,15,6,9
2018-09-10,63,27,41,6,3,5
2018-09-11,45,28,45,4,3,5
2018-09-12,46,26,45,5,4,5
2018-09-13,50,33,42,9,3,6
2018-09-14,66,49,35,16,5,7
2018-09-15,88,29,33,14,7,7
2018-09-16,48,35,65,15,6,9
2018-09-17,59,45,70,12,6,8
2018-09-18,84,48,61,7,3,7
2018-09-19,113,34,63,10,4,7
2018-09-20,85,48,68,14,4,8
2018-09-21,107,27,32,11,4,5
2018-09-22,37,28,30,14,4,5
2018-09-23,29,22,28,13,4,5
2018-09-24,31,29,36,17,4,6
2018-09-25,52,31,50,14,4,7
2018-09-26,56,37,43,16,4,7
2018-09-27,76,42,66,7,5,7
2018-09-28,78,52,77,11,5,8
2018-09-29,102,18,25,12,3,5
2018-09-30,37,22,30,12,4,5
2018-04-01,71,49,40,15,5,8
2018-04-02,107,100,30,15,7,8
2018-04-03,90,55,36,14,7,7
2018-04-04,78,61,35,16,5,8
2018-04-05,123,121,35,12,6,8
2018-04-06,126,32,41,8,6,5
2018-04-07,51,46,42,6,5,7
2018-04-08,75,56,43,10,6,7
2018-04-09,83,93,47,18,7,10
2018-04-10,127,56,42,16,6,8
2018-04-11,66,57,41,17,6,7
2018-04-12,71,70,40,16,5,7
2018-04-13,77,55,41,11,4,6
2018-04-14,68,59,42,11,4,6
2018-04-15,57,51,54,18,6,7
2018-04-16,71,59,51,12,6,6
2018-04-17,83,105,86,12,8,9
2018-04-18,154,99,103,14,7,10
2018-04-19,157,62,65,10,5,7
2018-04-20,108,60,36,7,5,7
2018-04-21,114,46,44,7,4,9
2018-04-22,99,28,47,11,4,7
2018-04-23,67,58,56,21,7,8
2018-04-24,110,57,78,27,7,8
2018-04-25,96,83,104,22,10,11
2018-04-26,139,70,44,22,6,7
2018-04-27,67,62,90,15,7,6
2018-04-28,96,93,105,12,8,9
2018-04-29,161,73,75,9,6,10
2018-04-30,139,38,76,8,3,8
2018-05-01,89,40,49,12,5,7
2018-05-02,72,48,51,12,5,5
2018-05-03,56,59,114,9,6,7
2018-05-04,91,84,69,17,9,9
2018-05-05,131,75,70,18,5,9
2018-05-06,150,78,63,23,8,9
2018-05-07,121,58,61,16,6,7
2018-05-08,73,61,65,22,7,7
2018-05-09,96,57,84,14,8,7
2018-05-10,93,53,45,6,4,6
2018-05-11,92,35,55,3,3,6
2018-05-12,77,66,84,13,7,8
2018-05-13,135,67,81,8,5,9
2018-05-14,140,48,46,7,3,7
2018-05-15,102,27,36,6,4,6
2018-05-16,64,40,32,17,7,10
2018-05-17,99,49,53,14,7,9
2018-05-18,99,53,49,7,5,6
2018-05-19,63,26,53,4,5,2
2018-05-20,47,19,55,3,4,3
2018-05-21,39,34,43,10,4,4
2018-05-22,73,71,101,6,6,6
2018-05-23,102,105,111,7,10,7
2018-05-24,156,95,95,10,9,8
2018-05-25,147,44,57,14,7,4
2018-05-26,63,74,75,12,8,7
2018-05-27,115,98,82,9,10,8
2018-05-28,137,37,47,5,4,5
2018-05-29,68,42,54,17,6,6
2018-05-30,65,46,72,21,9,6
2018-05-31,73,42,82,14,9,6
2018-06-01,69,40,76,9,8,5
2018-06-02,66,40,73,5,6,5
2018-06-03,68,55,64,7,7,6
2018-06-04,106,51,58,3,5,5
2018-06-05,103,65,68,4,6,7
2018-06-06,134,51,47,5,4,7
2018-06-07,120,54,57,14,3,8
2018-06-08,122,63,57,22,4,9
2018-06-09,127,42,47,4,2,7
2018-06-10,98,24,46,6,4,7
2018-06-11,56,39,50,7,4,6
2018-06-12,84,37,66,3,3,7
2018-06-13,77,37,61,4,3,7
2018-06-14,79,37,121,4,3,6
2018-06-15,90,48,41,6,4,4
2018-06-16,110,53,48,5,4,5
2018-06-17,88,37,38,5,3,3
2018-06-18,69,48,31,6,4,5
2018-06-19,89,62,80,24,5,13
2018-06-20,104,47,82,13,4,8
2018-06-21,85,76,53,2,2,9
2018-06-22,125,42,132,7,5,8
2018-06-23,79,54,111,8,7,8
2018-06-24,91,46,56,4,4,6
2018-06-25,104,25,58,3,4,6
2018-06-26,65,68,133,8,5,12
2018-06-27,163,65,71,11,4,11
2018-06-28,146,25,66,10,6,7
2018-06-29,58,43,51,5,6,7
2018-06-30,113,15,54,2,3,7
2018-01-01,129,44,22,13,14,8
2018-01-02,73,38,26,11,13,6
2018-01-03,56,40,24,10,13,7
2018-01-04,64,40,25,13,12,8
2018-01-05,67,42,19,17,15,8
2018-01-06,66,38,27,14,20,9
2018-01-07,63,62,25,19,11,12
2018-01-08,107,36,26,13,10,8
2018-01-09,47,58,25,7,9,7
2018-01-10,46,53,29,11,13,7
2018-01-11,47,65,22,27,21,11
2018-01-12,124,75,23,27,15,13
2018-01-13,147,85,27,23,12,12
2018-01-14,156,70,23,26,19,11
2018-01-15,108,99,26,26,14,14
2018-01-16,155,83,22,26,12,14
2018-01-17,130,95,21,27,15,18
2018-01-18,133,231,28,28,13,19
2018-01-19,224,118,16,38,21,20
2018-01-20,183,40,25,12,12,10
2018-01-21,73,73,23,15,12,11
2018-01-22,88,36,27,13,14,8
2018-01-23,58,41,25,14,20,9
2018-01-24,66,37,26,13,17,8
2018-01-25,64,34,27,13,14,7
2018-01-26,54,64,18,24,25,13
2018-01-27,124,57,26,21,22,12
2018-01-28,116,75,29,14,12,7
2018-01-29,58,53,25,22,16,10
2018-01-30,72,54,28,25,19,11
2018-01-31,91,49,32,22,17,10
2018-02-01,66,62,30,16,14,9
2018-02-02,93,34,30,8,11,7
2018-02-03,59,30,27,14,16,7
2018-02-04,60,35,29,12,18,7
2018-02-05,73,33,26,17,19,7
2018-02-06,59,46,25,21,17,11
2018-02-07,93,51,41,18,22,11
2018-02-08,114,78,36,18,13,13
2018-02-09,151,56,31,12,13,8
2018-02-10,75,53,29,16,17,8
2018-02-11,59,56,32,16,14,8
2018-02-12,60,63,43,15,16,10
2018-02-13,101,57,39,11,13,8
2018-02-14,104,56,44,10,17,8
2018-02-15,99,53,39,10,15,8
2018-02-16,110,45,34,13,21,7
2018-02-17,79,52,38,11,13,9
2018-02-18,104,69,30,15,11,10
2018-02-19,153,70,40,20,17,12
2018-02-20,137,73,51,17,17,10
2018-02-21,136,114,39,24,17,19
2018-02-22,191,122,40,22,16,18
2018-02-23,197,35,34,13,14,8
2018-02-24,72,37,36,18,14,9
2018-02-25,89,55,40,17,12,10
2018-02-26,124,118,40,25,14,17
2018-02-27,185,66,39,12,7,11
2018-02-28,130,38,42,10,9,8
2018-03-01,82,40,40,7,8,7
2018-03-02,69,61,38,16,9,9
2018-03-03,113,63,23,20,11,12
2018-03-04,111,53,36,13,9,10
2018-03-05,82,54,37,23,15,12
2018-03-06,100,43,38,17,14,11
2018-03-07,86,37,41,8,8,8
2018-03-08,74,46,48,15,12,10
2018-03-09,93,77,41,23,13,13
2018-03-10,144,50,44,17,10,11
2018-03-11,104,80,71,13,9,10
2018-03-12,151,56,51,18,11,10
2018-03-13,113,54,41,17,8,8
2018-03-14,120,71,37,11,6,7
2018-03-15,99,61,34,22,14,9
2018-03-16,98,50,33,31,16,8
2018-03-17,90,50,37,16,8,9
2018-03-18,105,78,35,21,12,12
2018-03-19,138,58,39,20,14,11
2018-03-20,130,66,33,29,13,10
2018-03-21,122,76,52,31,18,11
2018-03-22,144,102,68,33,21,13
2018-03-23,173,122,48,48,21,18
2018-03-24,185,122,108,20,17,13
2018-03-25,192,74,55,18,10,12
2018-03-26,147,68,69,14,10,11
2018-03-27,152,102,71,20,12,11
2018-03-28,160,78,40,23,12,10
2018-03-29,110,65,83,20,11,8
2018-03-30,115,70,35,26,13,9
2018-03-31,124,33,37,8,6,8
2017-10-01,47,48,32,9,8,8
2017-10-02,47,32,27,12,6,7
2017-10-03,41,27,39,13,6,7
2017-10-04,41,26,54,7,6,7
2017-10-05,46,16,45,9,4,7
2017-10-06,33,23,43,7,5,7
2017-10-07,57,23,40,8,5,7
2017-10-08,49,23,48,9,2,8
2017-10-09,57,33,26,14,4,9
2017-10-10,79,24,28,8,5,6
2017-10-11,43,22,36,9,5,6
2017-10-12,31,43,44,11,5,10
2017-10-13,88,31,40,15,7,10
2017-10-14,69,29,41,13,5,10
2017-10-15,48,39,29,15,6,10
2017-10-16,66,50,37,22,10,10
2017-10-17,77,62,38,31,9,14
2017-10-18,102,72,51,24,6,14
2017-10-19,135,65,70,15,5,17
2017-10-20,143,81,56,20,8,15
2017-10-21,152,62,34,15,7,10
2017-10-22,84,62,36,11,5,7
2017-10-23,88,57,72,19,6,12
2017-10-24,102,63,70,14,9,13
2017-10-25,128,81,44,17,9,11
2017-10-26,159,74,54,18,7,10
2017-10-27,153,87,55,18,7,10
2017-10-28,149,40,25,8,4,5
2017-10-29,38,39,24,19,6,8
2017-10-30,45,58,44,12,8,8
2017-10-31,101,113,32,29,12,18
2017-11-01,174,117,29,25,10,16
2017-11-02,167,35,26,10,6,6
2017-11-03,59,40,29,17,10,8
2017-11-04,66,62,44,15,12,10
2017-11-05,120,66,41,15,8,11
2017-11-06,126,102,39,23,13,14
2017-11-07,171,34,25,16,10,8
2017-11-08,54,37,33,14,11,9
2017-11-09,54,50,34,9,6,9
2017-11-10,66,39,20,13,10,8
2017-11-11,35,50,39,11,10,10
2017-11-12,85,75,28,20,10,14
2017-11-13,127,29,23,13,9,9
2017-11-14,43,32,26,11,10,10
2017-11-15,53,27,29,13,11,9
2017-11-16,51,58,78,10,9,8
2017-11-17,100,33,22,10,8,6
2017-11-18,42,42,22,18,13,10
2017-11-19,72,41,23,20,18,9
2017-11-20,73,52,39,12,10,10
2017-11-21,103,70,24,16,8,9
2017-11-22,82,32,24,10,7,7
2017-11-23,36,32,23,13,10,8
2017-11-24,51,51,27,18,11,10
2017-11-25,81,43,24,17,10,9
2017-11-26,70,42,36,15,19,11
2017-11-27,72,80,39,13,9,11
2017-11-28,113,56,24,11,11,8
2017-11-29,54,48,22,21,12,10
2017-11-30,72,39,26,22,13,12
2017-12-01,70,93,41,23,14,13
2017-12-02,157,92,21,23,14,12
2017-12-03,138,32,21,16,13,7
2017-12-04,60,36,34,19,13,9
2017-12-05,54,64,17,27,17,12
2017-12-06,110,48,20,17,13,7
2017-12-07,84,45,17,18,16,8
2017-12-08,70,58,25,21,16,10
2017-12-09,96,58,24,17,12,9
2017-12-10,94,47,20,8,8,6
2017-12-11,45,39,20,13,12,6
2017-12-12,53,45,17,22,20,9
2017-12-13,78,59,21,30,26,12
2017-12-14,112,63,24,17,11,11
2017-12-15,120,44,25,17,13,7
2017-12-16,63,48,26,21,20,8
2017-12-17,66,55,24,21,15,10
2017-12-18,86,35,27,12,10,6
2017-12-19,50,55,23,23,16,10
2017-12-20,94,51,31,17,12,10
2017-12-21,91,87,22,26,16,14
2017-12-22,156,51,32,21,21,11
2017-12-23,97,53,28,20,13,10
2017-12-24,90,36,29,15,12,9
2017-12-25,55,37,23,13,13,8
2017-12-26,61,36,26,14,18,8
2017-12-27,67,61,24,21,11,12
2017-12-28,120,114,14,30,16,17
2017-12-29,174,79,16,26,18,12
2017-12-30,151,74,21,20,18,10
2017-12-31,120,73,14,26,26,13
2017-07-01,82,48,36,7,4,9
2017-07-02,86,46,44,10,3,10
2017-07-03,84,67,76,13,3,9
2017-07-04,100,70,70,10,5,9
2017-07-05,112,83,42,4,3,8
2017-07-06,91,60,90,6,1,8
2017-07-07,90,44,89,6,2,9
2017-07-08,111,52,45,6,1,8
2017-07-09,123,28,43,7,2,7
2017-07-10,61,60,135,7,3,10
2017-07-11,138,52,102,5,2,9
2017-07-12,117,55,85,5,1,9
2017-07-13,120,53,97,6,3,10
2017-07-14,105,34,44,3,4,8
2017-07-15,57,21,45,4,1,8
2017-07-16,54,27,49,3,2,7
2017-07-17,65,54,65,6,2,11
2017-07-18,126,50,72,7,3,11
2017-07-19,119,38,92,5,3,9
2017-07-20,87,49,48,15,5,12
2017-07-21,92,30,57,8,3,11
2017-07-22,63,45,69,13,5,12
2017-07-23,83,69,90,13,5,21
2017-07-24,141,46,77,14,6,10
2017-07-25,74,48,63,15,6,9
2017-07-26,69,25,46,7,4,9
2017-07-27,49,44,66,14,8,9
2017-07-28,72,65,89,22,11,12
2017-07-29,111,49,91,13,6,11
2017-07-30,92,32,56,5,4,9
2017-07-31,67,17,31,2,3,7
2017-08-01,32,34,31,3,2,7
2017-08-02,70,37,43,3,2,8
2017-08-03,63,28,46,6,4,9
2017-08-04,58,43,58,5,2,8
2017-08-05,53,33,54,6,4,8
2017-08-06,72,40,73,11,4,9
2017-08-07,84,43,83,11,6,8
2017-08-08,75,42,78,9,4,10
2017-08-09,89,37,65,4,4,8
2017-08-10,89,48,70,5,5,8
2017-08-11,114,38,46,4,3,9
2017-08-12,65,27,71,5,3,9
2017-08-13,61,26,46,7,4,9
2017-08-14,44,21,47,7,3,8
2017-08-15,33,25,27,9,4,10
2017-08-16,40,14,27,5,3,7
2017-08-17,24,30,54,7,4,8
2017-08-18,61,34,56,8,4,7
2017-08-19,76,28,43,5,5,9
2017-08-20,55,34,49,8,5,8
2017-08-21,64,31,64,5,5,8
2017-08-22,73,28,35,5,4,8
2017-08-23,64,30,44,15,5,10
2017-08-24,67,39,53,19,7,13
2017-08-25,66,38,40,19,5,10
2017-08-26,48,29,34,14,5,10
2017-08-27,39,25,29,14,5,10
2017-08-28,55,25,37,8,6,7
2017-08-29,32,36,49,10,5,6
2017-08-30,59,42,74,9,6,9
2017-08-31,84,52,89,7,6,10
2017-09-01,109,54,77,10,6,9
2017-09-02,123,43,76,12,6,8
2017-09-03,96,33,66,5,5,7
2017-09-04,63,33,52,7,5,7
2017-09-05,59,35,42,6,5,7
2017-09-06,75, , , , , 
2017-09-11,83,48,68,23,8,13
2017-09-12,120,27,43,12,7,9
2017-09-13,79,39,76,10,6,9
2017-09-14,73,30,56,8,5,8
2017-09-15,50,27,55,6,5,8
2017-09-16,55,29,51,7,5,8
2017-09-17,48,41,104,8,8,11
2017-09-18,74,44,64,12,7,10
2017-09-19,78,34,37,16,7,7
2017-09-20,37,31,78,10,6,8
2017-09-21,42,55,93,11,6,10
2017-09-22,88,65,77,11,6,10
2017-09-23,75,73,104,7,7,11
2017-09-24,127,41,67,7,6,8
2017-09-25,69,43,59,7,6,8
2017-09-26,77,33,30,16,7,8
2017-09-27,49,37,34,11,6,9
2017-09-28,41,59,105,8,6,10
2017-09-29,86,69,107,8,8,12
2017-09-30,123,33,51,4,5,7
2017-04-01,145,58,59,28,18,15
2017-04-02,127,76,96,24,19,15
2017-04-03,144,75,66,18,14,16
2017-04-04,165,38,50,10,7,13
2017-04-05,70,41,44,13,6,15
2017-04-06,106,69,55,18,7,16
2017-04-07,155,50,46,18,4,7
2017-04-08,88,62,34,18,7,5
2017-04-09,64,60,43,30,9,7
2017-04-10,102,70,39,17,6,7
2017-04-11,90,65,39,17,9,7
2017-04-12,72,87,80,21,11,10
2017-04-13,149,58,59,21,7,10
2017-04-14,126,64,48,24,8,11
2017-04-15,150,65,51,23,8,10
2017-04-16,143,35,55,10,7,8
2017-04-17,85,64,42,11,6,7
2017-04-18,71,56,40,12,6,7
2017-04-19,63,62,61,13,6,9
2017-04-20,111,86,54,21,8,11
2017-04-21,137,60,93,16,9,9
2017-04-22,110,59,73,11,8,10
2017-04-23,111,60,69,17,7,11
2017-04-24,119,34,39,17,6,10
2017-04-25,82,32,39,18,8,10
2017-04-26,46,33,42,13,6,8
2017-04-27,45,46,46,14,7,6
2017-04-28,59,65,74,30,13,11
2017-04-29,121,95,74,17,8,8
2017-04-30,110,58,56,13,9,7
2017-05-01,63,64,61,10,7,7
2017-05-02,82,28,49,6,4,6
2017-05-03,65,41,44,10,5,7
2017-05-04,88,73,41,10,4,7
2017-05-05,104,73,46,10,6,7
2017-05-06,64,94,79,20,8,9
2017-05-07,114,129,108,19,16,13
2017-05-08,180,46,63,6,6,5
2017-05-09,68,33,52,10,5,4
2017-05-10,74,56,69,20,9,8
2017-05-11,117,311,43,8,5,4
2017-05-12,149,91,50,7,5,5
2017-05-13,90,47,41,8,5,5
2017-05-14,44,35,42,14,5,5
2017-05-15,48,34,69,17,6,6
2017-05-16,58,57,109,11,10,9
2017-05-17,115,56,116,8,8,8
2017-05-18,105,52,111,7,7,8
2017-05-19,89,32,57,6,6,6
2017-05-20,67,31,43,6,8,7
2017-05-21,73,37,45,8,5,7
2017-05-22,91,23,44,12,4,8
2017-05-23,60,58,112,16,7,9
2017-05-24,100,48,72,9,5,6
2017-05-25,56,40,51,15,5,6
2017-05-26,47,46,60,13,7,7
2017-05-27,61,53,58,10,6,8
2017-05-28,102,58,75,12,7,9
2017-05-29,87,50,63,9,6,9
2017-05-30,80,33,40,9,6,7
2017-05-31,79,33,40,11,6,8
2017-06-01,58,36,30,19,7,8
2017-06-02,48,24,38,12,6,8
2017-06-03,39,27,57,18,6,8
2017-06-04,47,36,73,14,8,10
2017-06-05,70,31,57,13,6,10
2017-06-06,62,64,85,10,6,12
2017-06-07,104,93,147,9,10,13
2017-06-08,151,57,91,13,7,9
2017-06-09,73,56,44,9,5,5
2017-06-10,45,46,65,20,6,6
2017-06-11,56,44,55,20,6,8
2017-06-12,62,31,59,11,6,8
2017-06-13,55,45,104,16,7,8
2017-06-14,78,72,141,17,10,10
2017-06-15,132,78,125,18,8,13
2017-06-16,150,67,110,10,6,12
2017-06-17,144,57,119,8,7,8
2017-06-18,105,51,60,6,5,7
2017-06-19,85,40,43,7,3,6
2017-06-20,77,44,71,17,4,10
2017-06-21,111,30,50,9,4,8
2017-06-22,85,19,34,8,2,7
2017-06-23,63,18,45,6,3,6
2017-06-24,62,32,71,13,4,8
2017-06-25,74,39,74,10,4,11
2017-06-26,91,27,53,4,3,8
2017-06-27,70,39,43,7,4,8
2017-06-28,83,44,72,5,3,9
2017-06-29,105,46,84,4,3,10
2017-06-30,114,40,64,5,4,9
2017-01-02,185,88,34,27,21,19
2017-01-03,174,91,29,32,22,23
2017-01-04,179,74,19,35,34,18
2017-01-05,144,75,32,31,32,18
2017-01-06,133,67,23,28,18,15
2017-01-07,148,67,29,20,18,14
2017-01-08,147,28,27,14,13,10
2017-01-09,59,31,26,17,16,10
2017-01-10,59,42,28,22,19,14
2017-01-11,90,57,21,28,25,17
2017-01-12,115,37,28,16,16,12
2017-01-13,65,45,24,12,14,13
2017-01-14,63,37,22,19,23,15
2017-01-15,77,49,18,24,26,18
2017-01-16,100,68,27,24,24,15
2017-01-17,161,84,18,24,25,13
2017-01-18,176,52,23,21,20,10
2017-01-19,121,32,28,9,11,6
2017-01-20,53,42,28,21,24,10
2017-01-21,89,36,28,8,9,6
2017-01-22,55,35,25,21,24,9
2017-01-23,78,33,28,24,23,10
2017-01-24,79,58,37,20,29,16
2017-01-25,139,75,39,9,11,13
2017-01-26,155,25,32,6,10,7
2017-01-27,39,39,33,8,13,10
2017-01-28,79,45,31,8,8,11
2017-01-29,94,26,30,8,10,8
2017-01-30,46,32,33,19,31,14
2017-01-31,84,33,30,13,17,10
2017-02-01,75,47,37,17,19,14
2017-02-02,111,98,49,24,31,17
2017-02-03,200,89,37,20,17,14
2017-02-04,183,77,32,17,13,13
2017-02-05,156,35,33,11,11,7
2017-02-06,79,48,25,18,19,10
2017-02-07,111,45,31,10,10,8
2017-02-08,90,41,31,12,11,8
2017-02-09,58,38,31,12,13,9
2017-02-10,60,37,30,20,20,11
2017-02-11,76,49,31,24,25,14
2017-02-12,102,59,31,28,21,16
2017-02-13,130,69,34,24,27,15
2017-02-14,146,69,62,12,15,15
2017-02-15,154,70,54,16,16,11
2017-02-16,137,37,32,13,13,6
2017-02-17,51,48,35,20,27,9
2017-02-18,102,72,35,13,11,9
2017-02-19,134,61,34,7,8,7
2017-02-20,65,44,35,21,19,8
2017-02-21,78,51,29,22,15,10
2017-02-22,111,22,35,13,11,6
2017-02-23,47,37,30,20,18,10
2017-02-24,84,44,31,22,18,10
2017-02-25,93,37,32,22,23,8
2017-02-26,81,55,35,17,17,11
2017-02-27,120,96,36,27,22,14
2017-02-28,180,60,38,13,12,11
2017-03-01,104,48,35,14,13,8
2017-03-02,74,77,30,22,17,11
2017-03-03,154,79,40,17,14,11
2017-03-04,161,55,34,12,9,8
2017-03-05,100,39,32,17,15,8
2017-03-06,66,31,31,9,10,6
2017-03-07,50,43,33,17,15,10
2017-03-08,66,50,32,26,17,10
2017-03-09,81,67,35,37,21,11
2017-03-10,138,89,64,36,31,11
2017-03-11,172,59,35,14,9,7
2017-03-12,87,53,37,15,10,6
2017-03-13,75,49,40,21,13,7
2017-03-14,89,57,44,33,19,9
2017-03-15,118,66,40,28,21,11
2017-03-16,142,85,50,24,22,12
2017-03-17,165,79,56,29,24,12
2017-03-18,158,89,73,39,24,13
2017-03-19,170,83,49,24,16,12
2017-03-20,137,48,38,17,12,9
2017-03-21,67,59,46,29,20,14
2017-03-22,116,54,44,24,19,13
2017-03-23,109,61,42,27,19,12
2017-03-24,129,65,45,20,14,11
2017-03-25,140,88,46,25,14,22
2017-03-26,176,59,41,26,18,14
2017-03-27,124,62,50,24,17,13
2017-03-28,137,55,50,9,9,10
2017-03-29,131,68,40,19,12,14
2017-03-30,153,60,44,18,10,13
2017-03-31,116,68,70,25,18,15
2016-10-01,101,36,45,17,5,11
2016-10-02,80,36,47,20,6,13
2016-10-03,80,36,42,19,5,14
2016-10-04,67,40,31,15,5,14
2016-10-05,74,47,35,21,7,16
2016-10-06,84,51,33,23,6,19
2016-10-07,95,32,35,16,6,16
2016-10-08,53,32,37,14,5,15
2016-10-09,53,44,66,14,6,15
2016-10-10,80,61,35,23,10,12
2016-10-11,104,28,42,14,4,10
2016-10-12,52,82,91,12,9,14
2016-10-13,132,52,70,15,6,13
2016-10-14,93,57,66,12,5,15
2016-10-15,126,40,61,15,3,14
2016-10-16,92,36,39,22,7,13
2016-10-17,75,31,42,24,7,10
2016-10-18,55,68,74,25,8,14
2016-10-19,134,83,37,35,12,16
2016-10-20,143,63,41,27,11,13
2016-10-21,111,53,25,19,6,13
2016-10-22,115,58,15,28,13,18
2016-10-23,101,44,38,22,8,15
2016-10-24,84,48,26,27,8,16
2016-10-25,97,44,27,25,10,10
2016-10-26,76,54,30,31,12,12
2016-10-27,79,36,30,14,5,10
2016-10-28,59,36,29,19,5,10
2016-10-29,42,41,45,15,7,12
2016-10-30,66,25,25,11,5,6
2016-10-31,42,28,27,21,15,8
2016-11-01,52,54,33,25,17,12
2016-11-02,118,73,48,23,18,16
2016-11-03,153,86,49,17,12,14
2016-11-04,165,133,41,26,14,19
2016-11-05,222,87,21,35,29,18
2016-11-06,175,73,27,25,19,17
2016-11-07,152,37,26,17,11,12
2016-11-08,89,23,34,15,18,14
2016-11-09,49,36,34,12,8,12
2016-11-10,85,63,33,25,21,11
2016-11-11,123,71,20,31,28,11
2016-11-12,131,69,40,21,24,10
2016-11-13,130,67,29,20,13,11
2016-11-14,127,39,22,20,18,7
2016-11-15,59,51,33,22,17,10
2016-11-16,88,57,30,24,17,12
2016-11-17,111,51,42,16,12,11
2016-11-18,106,33,28,15,9,10
2016-11-19,82,41,29,18,17,11
2016-11-20,83,36,24,15,13,10
2016-11-21,68,24,26,9,7,9
