date,qingdao_pm25,qingdao_pm10,qingdao_o3,qingdao_no2,qingdao_so2,qingdao_co
2014-11-30,149,177,32,12,14,8
2014-12-01,101,77,27,31,41,13
2014-12-02,125,104,23,61,61,16
2014-12-03,170,97,34,32,51,13
2014-12-04,148,71,36,23,33,11
2014-12-05,113,76,38,39,36,16
2014-12-06,136,93,32,41,29,14
2014-12-07,177,87,34,45,30,15
2014-12-08,160,109,32,45,47,16
2014-12-09,183,130,23,70,36,21
2014-12-10,199,84,32,34,23,14
2014-12-11,130,87,28,42,49,22
2014-12-12,153,115,27,41,50,17
2014-12-13,163,109,33,44,50,18
2014-12-14,178,126,26,43,45,20
2014-12-15,187,78,29,16,24,13
2014-12-16,100,78,27,28,40,16
2014-12-17,132,97,42,25,32,17
2014-12-18,166,98,34,28,34,17
2014-12-19,167,67,26,23,34,16
2014-12-20,120,75,28,28,45,18
2014-12-21,138,116,23,37,46,18
2014-12-22,157,251,27,40,40,20
2014-12-23,181,116,30,41,40,18
2014-12-24,174,99,24,43,50,21
2014-12-25,170,86,38,31,32,23
2014-12-26,157,63,37,30,24,16
2014-12-27,135,146,30,46,45,24
2014-12-28,226, , , , , 
2014-07-01,198,75,93,13,23,9
2014-07-02,148,83,102,27,25,9
2014-07-03,154,68,100,17,20,11
2014-07-04,136,67,82,12,14,10
2014-07-05,134,52,90,13,12,8
2014-07-06,89,79,109,29,19,9
2014-07-07,140,58,88,11,13,9
2014-07-08,113,73,114,56,17,11
2014-07-09,128,104,120,64,45,13
2014-07-10,159,114,111,46,30,14
2014-07-11,175,97,58,33,12,17
2014-07-12,164,126,133,35,32,17
2014-07-13,188,134,101,29,20,18
2014-07-14,190,90,88,22,13,16
2014-07-15,151,99,101,17,11,9
2014-07-16,158,92,75,19,15,8
2014-07-17,156,86,79,15,11,8
2014-07-18,147,78,59,13,10,8
2014-07-19,123,55,40,16,10,7
2014-07-20,76,58,43,12,10,6
2014-07-21,84,91,71,24,16,9
2014-07-22,125,79,51,27,18,9
2014-07-23,122,66,40,26,19,8
2014-07-24,99,44,39,33,14,8
2014-07-25,74,87,90,31,28,11
2014-07-26,162,126,115,55,27,14
2014-07-27,186,118,109,26,19,12
2014-07-28,185,118,95,25,22,10
2014-07-29,165,66,66,21,19,9
2014-07-30,125,90,48,22,20,7
2014-07-31,111,73,38,24,22,5
2014-08-01,103,75,55,32,28,6
2014-08-02,105,69,55,30,28,6
2014-08-03,109,89,101,29,33,10
2014-08-04,150,106,71,33,23,10
2014-08-05,155,76,35,31,19,9
2014-08-06,154,82,70,33,21,9
2014-08-07,120,86,81,32,21,9
2014-08-08,128,72,69,24,15,7
2014-08-09,104,65,30,28,15,7
2014-08-10,92,223,132,24,42,17
2014-08-11,220,101,88,25,21,13
2014-08-12,144,82,73,22,17,12
2014-08-13,117,85,64,23,17,10
2014-08-14,98,124,109,20,22,12
2014-08-15,151,135,107,16,19,13
2014-08-16,168,87,60,10,15,10
2014-08-17,148,64,70,12,16,7
2014-08-18,76,112,103,23,29,10
2014-08-19,145,126,88,30,22,12
2014-08-20,161,146,126,27,26,14
2014-08-21,176,117,97,17,20,14
2014-08-22,169,84,89,12,15,11
2014-08-23,135,70,57,24,19,10
2014-08-24,119,80,68,22,22,13
2014-08-25,127,79,78,26,26,14
2014-08-26,115,114,70,58,27,12
2014-08-27,140,95,80,38,25,14
2014-08-28,131,61,55,22,17,10
2014-08-29,84,52,70,13,12,8
2014-08-30,82,59,62,18,12,8
2014-08-31,83,64,69,19,19,9
2014-09-01,87,51,63,17,12,8
2014-09-02,70,55,47,18,17,11
2014-09-03,98,81,104,27,30,13
2014-09-04,132,119,99,22,23,13
2014-09-05,165,66,69,14,13,8
2014-09-06,129,68,58,13,12,8
2014-09-07,108,115,100,21,26,12
2014-09-08,155,100,60,20,17,13
2014-09-09,132,78,90,32,22,13
2014-09-10,96,102,72,38,25,9
2014-09-11,104,88,60,33,24,9
2014-09-12,116,62,86,25,16,6
2014-09-13,74,77,123,27,17,8
2014-09-14,105,102,42,29,28,12
2014-09-15,139,90,40,40,31,11
2014-09-16,139,75,86,35,22,9
2014-09-17,134,91,60,33,25,10
2014-09-18,150,116,105,35,30,16
2014-09-19,173,76,74,16,15,10
2014-09-20,112,73,67,17,17,11
2014-09-21,105,80,71,21,14,12
2014-09-22,116,61,75,18,13,12
2014-09-23,85,86,69,29,23,11
2014-09-24,120,70,71,22,22,11
2014-09-25,84,73,65,28,17,10
2014-09-26,96,66,63,14,14,9
2014-09-27,102,59,130,14,12,9
2014-09-28,115,56,51,22,19,9
2014-09-29,85,63,39,20,17,7
2014-09-30,77,62,55,24,29,10
2014-04-01,180,102,59,21,19,16
2014-04-02,160,127,43,34,23,19
2014-04-03,143,115,43,36,32,20
2014-04-04,147,97,33,39,35,14
2014-04-05,148,99,54,25,21,9
2014-04-06,157,93,49,25,23,10
2014-04-07,160,64,45,23,19,8
2014-04-08,142,71,80,15,20,10
2014-04-09,154,88,69,25,19,13
2014-04-10,175,73,69,16,18,12
2014-04-11,157,84,51,23,20,12
2014-04-12,166,109,62,36,27,12
2014-04-13,173,100,43,32,28,12
2014-04-14,172,129,64,33,30,14
2014-04-15,199,58,75,19,22,12
2014-04-16,137,59,53,21,20,12
2014-04-17,118,77,58,38,26,12
2014-04-18,142,117,41,52,27,12
2014-04-19,163,102,52,25,20,13
2014-04-20,172,143,55,35,28,14
2014-04-21,190,226,83,52,39,19
2014-04-22,250,183,93,28,29,15
2014-04-23,197,116,101,16,15,13
2014-04-24,154,81,98,17,15,11
2014-04-25,149,54,79,15,13,7
2014-04-26,114,90,64,24,14,13
2014-04-27,108,70,58,26,17,11
2014-04-28,127,107,76,44,29,12
2014-04-29,162,140,91,48,35,12
2014-04-30,171,131,133,34,32,13
2014-05-01,184,128,116,20,29,11
2014-05-02,165,68,76,30,25,11
2014-05-03,121,84,74,16,18,11
2014-05-04,135,99,62,34,30,11
2014-05-05,149,94,135,20,21,11
2014-05-06,163,111,102,32,25,14
2014-05-07,168,95,92,29,26,14
2014-05-08,156,61,99,17,17,12
2014-05-09,116,68,91,15,13,11
2014-05-10,118,64,76,19,15,12
2014-05-11,113,116,85,36,31,15
2014-05-12,154,143,127,48,37,16
2014-05-13,170,127,105,25,29,13
2014-05-14,150,114,82,35,36,13
2014-05-15,141,145,100,44,36,17
2014-05-16,160,125,94,36,31,13
2014-05-17,150,92,93,16,18,13
2014-05-18,150,75,60,14,15,11
2014-05-19,157,75,56,14,11,10
2014-05-20,127,80,65,16,13,8
2014-05-21,122,124,88,26,17,12
2014-05-22,172,80,83,21,14,7
2014-05-23,140,57,55,15,9,5
2014-05-24,96,84,57,22,13,9
2014-05-25,138,172,100,38,30,10
2014-05-26,165,157,103,36,28,11
2014-05-27,167,97,103,28,23,8
2014-05-28,110,107,113,21,19,11
2014-05-29,154,154,146,26,31,12
2014-05-30,184,167,148,23,18,11
2014-05-31,203,72,76,12,10,7
2014-06-01,140,53,80,16,11,6
2014-06-02,96,70,71,21,15,7
2014-06-03,121,66,69,20,18,7
2014-06-04,95,78,79,27,22,10
2014-06-05,109,58,56,16,13,7
2014-06-06,82,76,82,18,15,11
2014-06-07,125,79,74,26,16,13
2014-06-08,134,67,52,14,11,11
2014-06-09,113,64,63,13,12,10
2014-06-10,108,71,67,19,13,8
2014-06-11,130,132,108,28,26,17
2014-06-12,155,166,111,34,25,13
2014-06-13,154,112,99,41,27,16
2014-06-14,169,221,97,46,31,13
2014-06-15,188,119,77,30,16,11
2014-06-16,179,58,133,15,12,6
2014-06-17,94,62,162,15,11,6
2014-06-18,87,64,195,13,12,8
2014-06-19,105,66,41,13,12,7
2014-06-20,115,65,39,15,12,7
2014-06-21,114,60,37,17,14,6
2014-06-22,101,72,71,22,21,8
2014-06-23,123,113,66,28,19,10
2014-06-24,238,221,82,12,14,9
2014-06-25,151,98,65,15,13,9
2014-06-26,145,80,61,23,20,10
2014-06-27,129,139,67,41,25,10
2014-06-28,138,110,84,51,41,12
2014-06-29,156,97,99,23,29,11
2014-06-30,167,155,101,20,17,12
2014-01-01,182,170,30,43,43,21
2014-01-02,185,189,29,56,51,22
2014-01-03,209,120,48,27,40,14
2014-01-04,136,154,55,38,49,21
2014-01-05,226,367,56,59,60,31
2014-01-06,346,121,68,38,30,16
2014-01-07,157,103,47,24,32,14
2014-01-08,144,90,38,37,47,17
2014-01-09,157,138,36,48,57,16
2014-01-10,205,175,44,50,57,19
2014-01-11,246,164,37,35,49,19
2014-01-12,125,93,44,29,39,16
2014-01-13,121,202,37,56,49,16
2014-01-14,181,320,35,78,70,22
2014-01-15,302,147,50,48,61,18
2014-01-16,234,242,36,46,58,24
2014-01-17,282,165,31,47,70,23
2014-01-18,259,149,35,45,48,21
2014-01-19,235,264,39,42,47,20
2014-01-20,233,75,38,33,47,17
2014-01-21,153,91,29,41,60,17
2014-01-22,167,95,32,26,30,17
2014-01-23,174,107,30,36,27,18
2014-01-24,189,100,33,31,34,18
2014-01-25,178,71,35,28,34,17
2014-01-26,124,61,36,21,18,16
2014-01-27,119,84,37,28,33,17
2014-01-28,145,55,38,11,16,16
2014-01-29,106,206,33,37,43,21
2014-01-30,264,147,41,24,27,20
2014-01-31,217,114,45,29,33,23
2014-02-01,191,190,32,35,59,26
2014-02-02,259,76,32,23,37,18
2014-02-03,131,65,35,19,39,17
2014-02-04,123,53,36,21,49,14
2014-02-05,111,49,32,30,49,11
2014-02-06,131,87,29,30,45,14
2014-02-07,163,74,46,30,38,13
2014-02-08,157,116,31,18,22,10
2014-02-09,112,91,34,24,26,7
2014-02-10,114,73,33,40,46,12
2014-02-11,144,105,37,53,55,19
2014-02-12,185,104,39,52,51,16
2014-02-13,188,115,59,64,51,17
2014-02-14,192,138,55,51,39,16
2014-02-15,222,60,46,26,29,13
2014-02-16,140,62,33,35,39,12
2014-02-17,130,98,30,56,43,12
2014-02-18,168,128,32,74,59,17
2014-02-19,195,124,52,48,49,16
2014-02-20,198,113,59,32,34,19
2014-02-21,199,62,56,22,21,8
2014-02-22,139,77,61,23,24,9
2014-02-23,167,98,60,26,29,11
2014-02-24,187,111,59,29,29,14
2014-02-25,198,96,64,30,31,13
2014-02-26,183,91,56,35,37,16
2014-02-27,185,70,38,35,41,11
2014-02-28,134,116,38,48,49,14
2014-03-01,171,110,57,50,49,17
2014-03-02,185,85,71,25,27,14
2014-03-03,172,76,61,30,32,11
2014-03-04,157,91,49,41,47,12
2014-03-05,172,109,53,45,43,14
2014-03-06,171,58,47,23,23,9
2014-03-07,143,114,51,37,40,16
2014-03-08,183,175,43,61,63,19
2014-03-09,262,75,46,18,17,10
2014-03-10,148,101,51,20,20,12
2014-03-11,160,131,45,34,35,12
2014-03-12,157,143,48,40,42,14
2014-03-13,162,166,39,62,55,16
2014-03-14,184,145,53,40,34,17
2014-03-15,202,142,63,31,32,18
2014-03-16,196,168,59,26,21,13
2014-03-17,200,176,50,28,23,12
2014-03-18,162,119,31,45,37,15
2014-03-19,171,107,42,24,16,11
2014-03-20,129,120,29,51,38,15
2014-03-21,158,121,49,43,34,17
2014-03-22,172,103,52,24,18,14
2014-03-23,176,62,79,16,14,13
2014-03-24,145,116,53,32,21,15
2014-03-25,170,198,48,42,27,24
2014-03-26,210,108,58,26,25,23
2014-03-27,188,59,51,16,18,13
2014-03-28,127,81,41,26,20,14
2014-03-29,157,118,67,45,32,15
2014-03-30,176,146,77,58,36,16
2014-03-31,177,99,62,36,27,15
2020-06-21, ,30,43,9,2, 
2020-04-21, ,38,13,29,4, 
2019-12-31, ,63,24,26,7, 
2018-12-31, ,98,23,28,13, 
2017-09-10, ,52,96,6,5,8
2016-01-03, ,96,34,28,52,17
2016-02-08, ,88,33,13,22,8
2016-02-10, ,66,54,10,9,4
2015-01-02, ,117,32,36,22,21
2013-12-31, ,179,37,51,59,18
