,측정일자,권역명,측정소명,미세먼지(㎍/㎥),초미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
2168,20170328,서남권,영등포구,99,57,0.021,0.046,1.0,0.005
2169,20170328,서남권,구로구,84,52,0.019,0.029,0.7,0.008
2170,20170328,서남권,강서구,83,55,0.022,0.057,0.8,0.011
2171,20170328,동남권,강동구,82,54,0.018,0.04,0.6,0.004
2172,20170328,동남권,강남구,87,61,0.015,0.045,0.6,0.006
2173,20170328,동남권,송파구,78,47,0.021,0.041,0.8,0.005
2174,20170328,동남권,서초구,89,60,0.022,0.039,0.7,0.005
2175,20170329,도심권,종로구,57,42,0.037,0.036,0.6,0.004
2176,20170329,도심권,용산구,53,36,0.024,0.036,0.4,0.004
2177,20170329,도심권,중구,57,40,0.035,0.038,0.5,0.004
2178,20170329,서북권,서대문구,59,40,0.029,0.026,0.5,0.006
2179,20170329,서북권,은평구,55,36,0.036,0.027,0.6,0.004
2180,20170329,서북권,마포구,58,52,0.038,0.034,0.5,0.004
2181,20170329,동북권,도봉구,54,36,0.042,0.027,0.5,0.004
2182,20170329,동북권,성북구,55,42,0.032,0.04,0.7,0.003
2183,20170329,동북권,동대문구,52,32,0.031,0.03,0.5,0.004
2184,20170329,동북권,중랑구,53,30,0.033,0.034,0.5,0.006
2185,20170329,동북권,성동구,58,47,0.028,0.032,0.5,0.004
2186,20170329,동북권,광진구,58,47,0.043,0.034,0.6,0.003
2187,20170329,동북권,노원구,51,38,0.034,0.041,0.7,0.004
2188,20170329,동북권,강북구,48,35,0.042,0.027,0.6,0.003
2189,20170329,서남권,양천구,52,40,0.027,0.033,0.5,0.005
2190,20170329,서남권,관악구,49,32,0.037,0.036,0.5,0.004
2191,20170329,서남권,동작구,51,37,0.039,0.037,0.5,0.004
2192,20170329,서남권,영등포구,65,38,0.031,0.038,0.7,0.005
2193,20170329,서남권,구로구,53,32,0.025,0.026,0.6,0.007
2194,20170329,서남권,강서구,54,32,0.038,0.04,0.6,0.007
2195,20170329,서남권,금천구,53,42,0.03,0.043,0.6,0.004
2196,20170329,동남권,송파구,59,36,0.037,0.034,0.6,0.005
2197,20170329,동남권,강동구,66,46,0.031,0.038,0.6,0.005
2198,20170329,동남권,서초구,57,37,0.036,0.03,0.5,0.005
2199,20170329,동남권,강남구,59,41,0.03,0.033,0.4,0.005
2200,20170330,도심권,중구,62,40,0.026,0.049,0.6,0.004
2201,20170330,도심권,용산구,60,39,0.016,0.049,0.5,0.004
2202,20170330,도심권,종로구,61,43,0.027,0.05,0.7,0.005
2203,20170330,서북권,서대문구,71,43,0.024,0.037,0.6,0.006
2204,20170330,서북권,은평구,68,37,0.03,0.032,0.6,0.004
2205,20170330,서북권,마포구,68,56,0.027,0.047,0.6,0.004
2206,20170330,동북권,도봉구,65,38,0.04,0.032,0.5,0.004
2207,20170330,동북권,성북구,65,45,0.028,0.046,0.7,0.003
2208,20170330,동북권,동대문구,61,33,0.023,0.046,0.5,0.005
2209,20170330,동북권,중랑구,59,30,0.025,0.043,0.5,0.006
2210,20170330,동북권,성동구,73,51,0.017,0.049,0.6,0.004
2211,20170330,동북권,광진구,66,49,0.026,0.051,0.6,0.005
2212,20170330,동북권,노원구,58,39,0.031,0.043,0.7,0.004
2213,20170330,동북권,강북구,53,34,0.042,0.028,0.5,0.004
2214,20170330,서남권,양천구,61,46,0.021,0.041,0.6,0.005
2215,20170330,서남권,관악구,57,37,0.026,0.052,0.6,0.004
2216,20170330,서남권,동작구,59,40,0.028,0.052,0.6,0.004
2217,20170330,서남권,영등포구,75,41,0.025,0.048,0.9,0.005
2218,20170330,서남권,구로구,70,38,0.02,0.031,0.6,0.007
2219,20170330,서남권,강서구,69,38,0.028,0.052,0.6,0.007
2220,20170330,서남권,금천구,60,44,0.018,0.059,0.7,0.005
2221,20170330,동남권,송파구,77,41,0.024,0.049,0.7,0.005
2222,20170330,동남권,강남구,72,47,0.019,0.05,0.5,0.005
2223,20170330,동남권,강동구,80,50,0.019,0.054,0.6,0.005
2224,20170330,동남권,서초구,70,41,0.026,0.043,0.6,0.004
2225,20170331,도심권,용산구,45,31,0.016,0.035,0.4,0.003
2226,20170331,도심권,종로구,47,32,0.022,0.042,0.6,0.004
2227,20170331,도심권,중구,49,33,0.018,0.047,0.6,0.003
2228,20170331,서북권,서대문구,51,34,0.021,0.036,0.6,0.005
2229,20170331,서북권,은평구,49,28,0.025,0.031,0.6,0.003
2230,20170331,서북권,마포구,53,49,0.021,0.04,0.6,0.004
2231,20170331,동북권,도봉구,47,30,0.026,0.032,0.5,0.004
2232,20170331,동북권,성북구,54,41,0.02,0.042,0.7,0.003
2233,20170331,동북권,동대문구,41,22,0.017,0.038,0.4,0.004
2234,20170331,동북권,중랑구,39,20,0.026,0.027,0.4,0.005
2235,20170331,동북권,성동구,53,37,0.019,0.033,0.5,0.004
2236,20170331,동북권,광진구,43,29,0.03,0.033,0.5,0.005
2237,20170331,동북권,노원구,42,28,0.026,0.034,0.6,0.003
2238,20170331,동북권,강북구,40,26,0.025,0.032,0.5,0.003
2239,20170331,서남권,양천구,56,44,0.011,0.043,0.6,0.005
2240,20170331,서남권,관악구,46,33,0.021,0.042,0.6,0.003
2241,20170331,서남권,동작구,52,37,0.019,0.046,0.6,0.004
2242,20170331,서남권,영등포구,60,34,0.019,0.042,0.8,0.004
2243,20170331,서남권,구로구,51,31,0.016,0.028,0.6,0.007
2244,20170331,서남권,강서구,55,35,0.016,0.055,0.7,0.007
2245,20170331,서남권,금천구,56,44,0.018,0.046,0.6,0.004
2246,20170331,동남권,서초구,55,36,0.018,0.038,0.6,0.004
2247,20170331,동남권,강남구,53,34,0.015,0.041,0.4,0.005
2248,20170331,동남권,송파구,47,27,0.021,0.038,0.6,0.004
2249,20170331,동남권,강동구,46,30,0.023,0.034,0.5,0.004
2250,20170401,도심권,중구,20,14,0.033,0.028,0.4,0.002
2251,20170401,도심권,종로구,20,14,0.033,0.028,0.5,0.003
2252,20170401,도심권,용산구,19,14,0.023,0.024,0.3,0.003
2253,20170401,서북권,은평구,25,16,0.034,0.02,0.5,0.003
2254,20170401,서북권,서대문구,24,18,0.026,0.031,0.5,0.005
2255,20170401,서북권,마포구,25,24,0.032,0.027,0.4,0.003
2256,20170401,동북권,노원구,22,17,0.03,0.029,0.5,0.003
2257,20170401,동북권,강북구,14,11,0.034,0.019,0.4,0.002
2258,20170401,동북권,도봉구,23,17,0.031,0.023,0.4,0.006
2259,20170401,동북권,성북구,22,17,0.028,0.029,0.6,0.002
2260,20170401,동북권,동대문구,20,13,0.024,0.026,0.3,0.004
2261,20170401,동북권,중랑구,19,12,0.032,0.02,0.3,0.005
2262,20170401,동북권,성동구,23,16,0.026,0.022,0.4,0.004
2263,20170401,동북권,광진구,18,11,0.043,0.02,0.4,0.004
2264,20170401,서남권,관악구,24,16,0.033,0.029,0.4,0.002
2265,20170401,서남권,금천구,25,19,0.029,0.031,0.5,0.003
2266,20170401,서남권,강서구,30,18,0.028,0.039,0.6,0.006
2267,20170401,서남권,구로구,26,17,0.023,0.021,0.5,0.006
2268,20170401,서남권,영등포구,32,17,0.027,0.032,0.6,0.005
2269,20170401,서남권,동작구,20,15,0.036,0.028,0.4,0.003
2270,20170401,서남권,양천구,25,20,0.021,0.03,0.5,0.005
2271,20170401,동남권,강남구,22,14,0.026,0.024,0.3,0.004
2272,20170401,동남권,서초구,22,17,0.031,0.024,0.5,0.003
2273,20170401,동남권,송파구,22,14,0.033,0.022,0.5,0.004
2274,20170401,동남권,강동구,23,16,0.031,0.023,0.4,0.003
2275,20170402,도심권,종로구,43,33,0.034,0.035,0.6,0.004
2276,20170402,도심권,중구,45,32,0.033,0.036,0.5,0.004
2277,20170402,도심권,용산구,41,30,0.026,0.027,0.4,0.003
2278,20170402,서북권,서대문구,52,36,0.03,0.034,0.6,0.006
2279,20170402,서북권,은평구,51,36,0.037,0.027,0.6,0.004
2280,20170402,서북권,마포구,50,46,0.036,0.032,0.5,0.004
2281,20170402,동북권,도봉구,46,32,0.039,0.023,0.5,0.004
2282,20170402,동북권,성북구,42,37,0.03,0.036,0.7,0.003
2283,20170402,동북권,동대문구,42,27,0.031,0.028,0.4,0.004
2284,20170402,동북권,중랑구,40,26,0.033,0.028,0.4,0.005
2285,20170402,동북권,성동구,50,32,0.029,0.026,0.4,0.004
2286,20170402,동북권,광진구,40,31,0.046,0.025,0.5,0.005
2287,20170402,동북권,노원구,42,31,0.035,0.031,0.6,0.003
2288,20170402,동북권,강북구,40,27,0.039,0.024,0.5,0.003
2289,20170402,서남권,양천구,46,39,0.026,0.032,0.6,0.005
2290,20170402,서남권,관악구,44,32,0.038,0.032,0.5,0.004
2291,20170402,서남권,동작구,42,32,0.042,0.03,0.5,0.004
2292,20170402,서남권,영등포구,57,30,0.033,0.034,0.7,0.005
2293,20170402,서남권,구로구,49,32,0.027,0.024,0.6,0.007
2294,20170402,서남권,강서구,51,33,0.036,0.043,0.6,0.007
2295,20170402,서남권,금천구,45,37,0.036,0.032,0.6,0.004
2296,20170402,동남권,서초구,50,35,0.037,0.027,0.5,0.004
2297,20170402,동남권,강동구,46,35,0.038,0.024,0.5,0.003
2298,20170402,동남권,송파구,50,30,0.037,0.025,0.5,0.005
2299,20170402,동남권,강남구,48,31,0.031,0.027,0.3,0.005
2300,20170403,도심권,중구,75,53,0.034,0.052,0.6,0.006
2301,20170403,도심권,용산구,67,49,0.025,0.042,0.5,0.005
2302,20170403,도심권,종로구,74,56,0.034,0.052,0.7,0.006
2303,20170403,서북권,서대문구,86,53,0.029,0.043,0.6,0.008
2304,20170403,서북권,은평구,82,51,0.032,0.046,0.8,0.006
2305,20170403,서북권,마포구,81,72,0.041,0.042,0.6,0.006
2306,20170403,동북권,도봉구,80,49,0.03,0.05,0.7,0.005
2307,20170403,동북권,성북구,80,59,0.02,0.061,0.9,0.005
2308,20170403,동북권,동대문구,69,41,0.032,0.043,0.5,0.006
2309,20170403,동북권,중랑구,75,46,0.03,0.042,0.5,0.006
2310,20170403,동북권,성동구,79,50,0.025,0.045,0.6,0.005
2311,20170403,동북권,광진구,78,63,0.038,0.047,0.7,0.004
2312,20170403,동북권,노원구,74,52,0.025,0.057,0.8,0.005
2313,20170403,동북권,강북구,70,47,0.032,0.046,0.7,0.005
2314,20170403,서남권,양천구,77,63,0.032,0.037,0.6,0.007
2315,20170403,서남권,관악구,68,48,0.043,0.04,0.6,0.006
2316,20170403,서남권,동작구,67,51,0.042,0.043,0.6,0.005
2317,20170403,서남권,영등포구,86,49,0.04,0.041,0.8,0.006
2318,20170403,서남권,구로구,78,49,0.033,0.027,0.6,0.009
2319,20170403,서남권,강서구,81,52,0.039,0.054,0.7,0.01
2320,20170403,서남권,금천구,73,59,0.037,0.047,0.6,0.006
2321,20170403,동남권,송파구,83,50,0.032,0.048,0.7,0.005
2322,20170403,동남권,강남구,77,48,0.032,0.042,0.5,0.006
2323,20170403,동남권,서초구,78,52,0.04,0.037,0.6,0.006
2324,20170403,동남권,강동구,88,55,0.03,0.047,0.7,0.004
2325,20170404,도심권,종로구,71,54,0.026,0.062,0.8,0.006
2326,20170404,도심권,중구,72,48,0.037,0.056,0.7,0.005
2327,20170404,도심권,용산구,63,43,0.023,0.05,0.5,0.005
2328,20170404,서북권,서대문구,77,41,0.034,0.045,0.6,0.008
2329,20170404,서북권,은평구,72,40,0.046,0.039,0.7,0.005
2330,20170404,서북권,마포구,80,69,0.037,0.056,0.7,0.006
2331,20170404,동북권,강북구,64,42,0.041,0.046,0.6,0.005
2332,20170404,동북권,노원구,68,46,0.036,0.053,0.7,0.005
2333,20170404,동북권,도봉구,75,42,0.039,0.047,0.6,0.006
2334,20170404,동북권,성북구,77,57,0.03,0.057,0.7,0.004
2335,20170404,동북권,동대문구,66,38,0.033,0.05,0.6,0.006
2336,20170404,동북권,중랑구,71,44,0.036,0.038,0.5,0.007
2337,20170404,동북권,성동구,76,41,0.024,0.049,0.6,0.005
2338,20170404,동북권,광진구,71,53,0.039,0.049,0.6,0.006
2339,20170404,서남권,구로구,71,43,0.023,0.04,0.8,0.008
2340,20170404,서남권,영등포구,87,42,0.025,0.062,1.0,0.006
2341,20170404,서남권,동작구,65,47,0.04,0.053,0.6,0.005
2342,20170404,서남권,관악구,68,44,0.037,0.054,0.7,0.005
2343,20170404,서남권,금천구,66,51,0.034,0.055,0.6,0.005
2344,20170404,서남권,양천구,76,58,0.027,0.051,0.7,0.007
2345,20170404,서남권,강서구,79,47,0.04,0.063,0.7,0.01
2346,20170404,동남권,서초구,70,42,0.029,0.055,0.7,0.006
2347,20170404,동남권,송파구,78,37,0.033,0.049,0.7,0.007
2348,20170404,동남권,강동구,80,47,0.032,0.048,0.6,0.005
2349,20170404,동남권,강남구,74,38,0.025,0.056,0.5,0.007
2350,20170405,도심권,종로구,47,26,0.018,0.054,0.7,0.004
2351,20170405,도심권,용산구,41,28,0.016,0.042,0.4,0.005
2352,20170405,도심권,중구,54,36,0.012,0.066,0.7,0.006
2353,20170405,서북권,서대문구,52,28,0.016,0.047,0.5,0.007
2354,20170405,서북권,은평구,39,22,0.027,0.043,0.6,0.004
2355,20170405,서북권,마포구,52,50,0.023,0.05,0.5,0.006
2356,20170405,동북권,도봉구,49,25,0.022,0.048,0.6,0.005
2357,20170405,동북권,성북구,56,45,0.015,0.058,0.7,0.003
2358,20170405,동북권,동대문구,47,25,0.015,0.055,0.5,0.006
2359,20170405,동북권,중랑구,51,29,0.023,0.043,0.4,0.006
2360,20170405,동북권,성동구,47,26,0.015,0.046,0.5,0.006
2361,20170405,동북권,광진구,49,34,0.028,0.045,0.5,0.005
2362,20170405,동북권,노원구,51,33,0.023,0.049,0.6,0.004
2363,20170405,동북권,강북구,41,26,0.027,0.039,0.5,0.004
2364,20170405,서남권,양천구,51,36,0.011,0.052,0.6,0.007
2365,20170405,서남권,관악구,50,28,0.021,0.051,0.5,0.005
2366,20170405,서남권,동작구,47,31,0.025,0.049,0.5,0.005
2367,20170405,서남권,영등포구,46,22,0.017,0.05,0.8,0.005
2368,20170405,서남권,구로구,42,25,0.015,0.035,0.6,0.008
2369,20170405,서남권,강서구,51,27,0.016,0.065,0.6,0.008
2370,20170405,서남권,금천구,43,31,0.029,0.039,0.5,0.006
2371,20170405,동남권,서초구,46,28,0.021,0.048,0.6,0.006
2372,20170405,동남권,강동구,52,32,0.024,0.043,0.5,0.004
2373,20170405,동남권,송파구,50,27,0.025,0.045,0.6,0.005
2374,20170405,동남권,강남구,47,23,0.014,0.055,0.4,0.007
2375,20170406,도심권,종로구,24,16,0.025,0.031,0.5,0.003
2376,20170406,도심권,중구,23,17,0.023,0.031,0.4,0.003
2377,20170406,도심권,용산구,24,17,0.017,0.028,0.3,0.003
2378,20170406,서북권,마포구,28,26,0.026,0.029,0.4,0.003
2379,20170406,서북권,서대문구,25,19,0.022,0.032,0.5,0.005
2380,20170406,서북권,은평구,27,18,0.029,0.028,0.6,0.003
2381,20170406,동북권,노원구,21,16,0.027,0.031,0.4,0.003
2382,20170406,동북권,광진구,23,14,0.032,0.027,0.4,0.004
2383,20170406,동북권,강북구,14,11,0.033,0.022,0.4,0.003
2384,20170406,동북권,도봉구,21,16,0.032,0.022,0.4,0.004
2385,20170406,동북권,성북구,23,16,0.022,0.035,0.5,0.001
2386,20170406,동북권,동대문구,20,15,0.024,0.025,0.3,0.004
2387,20170406,동북권,중랑구,27,21,0.021,0.029,0.3,0.005
2388,20170406,동북권,성동구,24,18,0.019,0.028,0.4,0.004
2389,20170406,서남권,양천구,29,24,0.016,0.028,0.4,0.005
2390,20170406,서남권,영등포구,34,21,0.021,0.032,0.7,0.005
2391,20170406,서남권,구로구,28,19,0.017,0.022,0.4,0.006
2392,20170406,서남권,강서구,30,18,0.026,0.029,0.3,0.006
2393,20170406,서남권,금천구,27,21,0.024,0.029,0.4,0.003
2394,20170406,서남권,관악구,36,20,0.028,0.027,0.4,0.003
2395,20170406,서남권,동작구,24,20,0.03,0.028,0.4,0.003
2396,20170406,동남권,서초구,25,19,0.027,0.025,0.4,0.004
2397,20170406,동남권,송파구,26,15,0.028,0.027,0.5,0.005
2398,20170406,동남권,강동구,28,21,0.022,0.028,0.4,0.003
2399,20170406,동남권,강남구,27,18,0.02,0.029,0.3,0.004
2400,20170407,도심권,중구,43,30,0.022,0.04,0.5,0.003
2401,20170407,도심권,용산구,44,31,0.015,0.038,0.4,0.003
2402,20170407,도심권,종로구,36,25,0.023,0.039,0.6,0.003
2403,20170407,서북권,서대문구,43,28,0.019,0.036,0.5,0.005
2404,20170407,서북권,마포구,46,42,0.023,0.039,0.5,0.003
2405,20170407,서북권,은평구,39,24,0.028,0.034,0.6,0.003
2406,20170407,동북권,중랑구,42,34,0.02,0.036,0.4,0.005
2407,20170407,동북권,성동구,40,25,0.017,0.037,0.5,0.004
2408,20170407,동북권,광진구,48,33,0.025,0.04,0.6,0.004
2409,20170407,동북권,노원구,36,24,0.027,0.038,0.6,0.003
2410,20170407,동북권,도봉구,39,24,0.03,0.03,0.4,0.004
2411,20170407,동북권,강북구,33,23,0.026,0.029,0.5,0.003
2412,20170407,동북권,성북구,33,20,0.02,0.042,0.7,0.001
2413,20170407,동북권,동대문구,36,22,0.022,0.034,0.4,0.004
2414,20170407,서남권,양천구,46,38,0.014,0.039,0.5,0.005
2415,20170407,서남권,금천구,46,35,0.017,0.045,0.5,0.004
2416,20170407,서남권,관악구,53,27,0.018,0.044,0.5,0.004
2417,20170407,서남권,동작구,47,34,0.019,0.047,0.5,0.004
2418,20170407,서남권,영등포구,45,25,0.017,0.044,0.8,0.005
2419,20170407,서남권,구로구,43,26,0.011,0.032,0.6,0.007
2420,20170407,서남권,강서구,40,24,0.024,0.039,0.4,0.006
2421,20170407,동남권,서초구,39,28,0.017,0.043,0.5,0.005
2422,20170407,동남권,강남구,45,26,0.014,0.044,0.4,0.005
2423,20170407,동남권,송파구,44,23,0.02,0.043,0.6,0.004
2424,20170407,동남권,강동구,47,31,0.019,0.04,0.5,0.004
2425,20170408,도심권,종로구,57,43,0.021,0.044,0.7,0.004
2426,20170408,도심권,중구,64,44,0.021,0.041,0.6,0.003
2427,20170408,도심권,용산구,61,44,0.016,0.038,0.5,0.004
2428,20170408,서북권,은평구,59,36,0.024,0.035,0.7,0.004
2429,20170408,서북권,서대문구,70,43,0.017,0.039,0.5,0.005
2430,20170408,서북권,마포구,65,55,0.022,0.041,0.6,0.004
2431,20170408,동북권,강북구,54,41,0.031,0.031,0.6,0.003
2432,20170408,동북권,성북구,55,37,0.017,0.046,0.8,0.002
2433,20170408,동북권,동대문구,57,35,0.021,0.038,0.5,0.005
2434,20170408,동북권,중랑구,69,47,0.02,0.038,0.5,0.006
2435,20170408,동북권,성동구,59,38,0.017,0.037,0.5,0.004
2436,20170408,동북권,광진구,60,44,0.027,0.042,0.6,0.004
2437,20170408,동북권,노원구,61,42,0.025,0.04,0.7,0.004
2438,20170408,동북권,도봉구,65,40,0.03,0.034,0.6,0.004
2439,20170408,서남권,동작구,65,47,0.022,0.045,0.6,0.004
2440,20170408,서남권,양천구,58,47,0.015,0.036,0.6,0.006
2441,20170408,서남권,금천구,65,50,0.016,0.044,0.6,0.005
2442,20170408,서남권,관악구,70,40,0.019,0.042,0.6,0.004
2443,20170408,서남권,영등포구,60,34,0.02,0.04,0.8,0.005
2444,20170408,서남권,구로구,55,35,0.014,0.029,0.6,0.007
2445,20170408,서남권,강서구,59,36,0.025,0.037,0.5,0.007
2446,20170408,동남권,강남구,63,37,0.017,0.043,0.5,0.006
2447,20170408,동남권,서초구,64,40,0.02,0.041,0.6,0.005
2448,20170408,동남권,송파구,60,34,0.021,0.045,0.7,0.005
2449,20170408,동남권,강동구,66,45,0.02,0.043,0.6,0.004
2450,20170409,도심권,중구,41,28,0.026,0.029,0.5,0.002
2451,20170409,도심권,종로구,37,25,0.032,0.024,0.5,0.003
2452,20170409,도심권,용산구,38,26,0.024,0.018,0.4,0.003
2453,20170409,서북권,은평구,38,22,0.037,0.018,0.6,0.003
2454,20170409,서북권,서대문구,42,28,0.027,0.027,0.5,0.004
2455,20170409,서북권,마포구,43,36,0.033,0.019,0.5,0.003
2456,20170409,동북권,강북구,31,22,0.037,0.018,0.4,0.002
2457,20170409,동북권,노원구,38,25,0.04,0.016,0.5,0.002
2458,20170409,동북권,도봉구,42,24,0.038,0.015,0.4,0.004
2459,20170409,동북권,성북구,43,28,0.03,0.024,0.7,0.001
2460,20170409,동북권,동대문구,38,22,0.032,0.018,0.4,0.004
2461,20170409,동북권,중랑구,41,27,0.034,0.014,0.3,0.005
2462,20170409,동북권,성동구,37,20,0.027,0.019,0.4,0.004
2463,20170409,동북권,광진구,38,25,0.038,0.022,0.5,0.003
2464,20170409,서남권,금천구,45,34,0.028,0.024,0.5,0.003
2465,20170409,서남권,관악구,50,26,0.028,0.026,0.5,0.003
2466,20170409,서남권,강서구,39,23,0.032,0.024,0.4,0.006
2467,20170409,서남권,구로구,39,24,0.016,0.02,0.6,0.006
2468,20170409,서남권,영등포구,41,22,0.03,0.024,0.6,0.005
2469,20170409,서남권,동작구,42,31,0.031,0.027,0.5,0.003
2470,20170409,서남권,양천구,42,32,0.023,0.022,0.5,0.005
2471,20170409,동남권,서초구,37,24,0.029,0.021,0.5,0.004
2472,20170409,동남권,강남구,39,22,0.024,0.024,0.4,0.005
2473,20170409,동남권,송파구,37,18,0.034,0.02,0.5,0.004
2474,20170409,동남권,강동구,41,27,0.033,0.016,0.5,0.003
2475,20170410,도심권,용산구,23,15,0.029,0.026,0.2,0.003
2476,20170410,도심권,종로구,24,14,0.033,0.033,0.5,0.003
2477,20170410,도심권,중구,27,17,0.028,0.04,0.4,0.003
2478,20170410,서북권,마포구,30,21,0.036,0.029,0.4,0.003
2479,20170410,서북권,서대문구,30,20,0.03,0.032,0.5,0.005
2480,20170410,서북권,은평구,29,15,0.038,0.025,0.5,0.003
2481,20170410,동북권,광진구,22,12,0.042,0.023,0.3,0.004
2482,20170410,동북권,노원구,23,16,0.036,0.026,0.4,0.002
2483,20170410,동북권,강북구,18,13,0.037,0.024,0.4,0.003
2484,20170410,동북권,도봉구,25,16,0.038,0.021,0.3,0.004
2485,20170410,동북권,성북구,25,15,0.027,0.035,0.6,0.002
2486,20170410,동북권,동대문구,22,13,0.04,0.026,0.3,0.004
2487,20170410,동북권,중랑구,25,16,0.035,0.02,0.2,0.005
2488,20170410,동북권,성동구,33,17,0.032,0.026,0.4,0.004
2489,20170410,서남권,관악구,37,18,0.034,0.032,0.4,0.003
2490,20170410,서남권,영등포구,34,17,0.034,0.032,0.6,0.005
2491,20170410,서남권,구로구,32,17,0.025,0.022,0.4,0.006
2492,20170410,서남권,강서구,35,18,0.038,0.032,0.3,0.006
2493,20170410,서남권,동작구,22,15,0.039,0.028,0.3,0.003
2494,20170410,서남권,금천구,24,16,0.037,0.027,0.4,0.003
2495,20170410,서남권,양천구,26,19,0.026,0.03,0.4,0.004
2496,20170410,동남권,강남구,25,14,0.029,0.026,0.2,0.004
2497,20170410,동남권,서초구,31,17,0.036,0.027,0.4,0.004
2498,20170410,동남권,송파구,25,12,0.044,0.016,0.4,0.004
2499,20170410,동남권,강동구,26,17,0.039,0.019,0.4,0.003
2500,20170411,도심권,중구,52,23,0.034,0.034,0.4,0.003
2501,20170411,도심권,종로구,47,22,0.036,0.033,0.5,0.004
2502,20170411,도심권,용산구,47,23,0.025,0.032,0.3,0.004
2503,20170411,서북권,서대문구,68,25,0.03,0.034,0.5,0.005
2504,20170411,서북권,은평구,65,23,0.038,0.029,0.5,0.003
2505,20170411,서북권,마포구,57,29,0.034,0.033,0.4,0.004
2506,20170411,동북권,도봉구,58,23,0.041,0.02,0.4,0.004
2507,20170411,동북권,성북구,53,21,0.032,0.03,0.6,0.004
2508,20170411,동북권,동대문구,49,19,0.035,0.027,0.3,0.005
2509,20170411,동북권,중랑구,57,24,0.038,0.021,0.3,0.006
2510,20170411,동북권,성동구,66,24,0.028,0.028,0.4,0.004
2511,20170411,동북권,광진구,47,19,0.045,0.024,0.4,0.004
2512,20170411,동북권,노원구,43,22,0.042,0.022,0.4,0.003
2513,20170411,동북권,강북구,42,19,0.043,0.023,0.4,0.004
2514,20170411,서남권,양천구,50,28,0.025,0.028,0.5,0.005
2515,20170411,서남권,관악구,62,25,0.037,0.032,0.4,0.004
2516,20170411,서남권,동작구,49,22,0.041,0.031,0.4,0.004
2517,20170411,서남권,영등포구,72,22,0.034,0.033,0.7,0.005
2518,20170411,서남권,구로구,65,27,0.032,0.024,0.5,0.007
2519,20170411,서남권,강서구,69,26,0.043,0.026,0.4,0.006
2520,20170411,서남권,금천구,48,25,0.031,0.036,0.5,0.005
2521,20170411,동남권,서초구,62,27,0.034,0.029,0.5,0.005
2522,20170411,동남권,강동구,60,25,0.034,0.028,0.4,0.004
2523,20170411,동남권,송파구,61,19,0.039,0.025,0.4,0.004
2524,20170411,동남권,강남구,60,22,0.03,0.028,0.3,0.005
2525,20170412,도심권,중구,55,11,0.04,0.017,0.3,0.003
2526,20170412,도심권,종로구,49,9,0.04,0.018,0.4,0.003
2527,20170412,도심권,용산구,50,12,0.032,0.02,0.2,0.003
2528,20170412,서북권,마포구,55,14,0.039,0.019,0.3,0.003
2529,20170412,서북권,서대문구,76,12,0.033,0.027,0.5,0.005
2530,20170412,서북권,은평구,78,11,0.041,0.018,0.4,0.002
2531,20170412,동북권,광진구,58,8,0.046,0.017,0.3,0.004
2532,20170412,동북권,노원구,51,13,0.043,0.015,0.3,0.003
2533,20170412,동북권,강북구,53,10,0.05,0.01,0.3,0.003
2534,20170412,동북권,도봉구,72,12,0.046,0.01,0.3,0.004
2535,20170412,동북권,성북구,73,12,0.035,0.019,0.4,0.004
2536,20170412,동북권,동대문구,60,10,0.045,0.017,0.2,0.004
2537,20170412,동북권,중랑구,77,14,0.038,0.016,0.2,0.006
2538,20170412,동북권,성동구,79,13,0.034,0.019,0.3,0.004
2539,20170412,서남권,양천구,51,13,0.028,0.018,0.3,0.004
2540,20170412,서남권,영등포구,72,14,0.036,0.024,0.4,0.005
2541,20170412,서남권,구로구,68,12,0.037,0.014,0.3,0.006
2542,20170412,서남권,강서구,70,12,0.044,0.018,0.2,0.006
2543,20170412,서남권,금천구,51,12,0.039,0.019,0.3,0.004
2544,20170412,서남권,관악구,58,12,0.039,0.019,0.3,0.003
2545,20170412,서남권,동작구,51,12,0.045,0.016,0.3,0.003
2546,20170412,동남권,서초구,71,14,0.041,0.019,0.3,0.004
2547,20170412,동남권,송파구,81,11,0.043,0.015,0.4,0.004
2548,20170412,동남권,강동구,78,12,0.039,0.018,0.3,0.003
2549,20170412,동남권,강남구,71,12,0.032,0.019,0.2,0.004
2550,20170413,도심권,중구,63,26,0.034,0.037,0.5,0.005
2551,20170413,도심권,용산구,57,24,0.026,0.029,0.4,0.005
2552,20170413,도심권,종로구,63,27,0.037,0.035,0.6,0.005
2553,20170413,서북권,은평구,75,25,0.038,0.031,0.6,0.004
2554,20170413,서북권,마포구,67,33,0.04,0.03,0.5,0.006
2555,20170413,서북권,서대문구,84,30,0.032,0.034,0.5,0.006
2556,20170413,동북권,중랑구,82,31,0.032,0.032,0.4,0.007
2557,20170413,동북권,성동구,78,25,0.025,0.032,0.4,0.005
2558,20170413,동북권,광진구,64,24,0.041,0.031,0.5,0.006
2559,20170413,동북권,노원구,60,27,0.038,0.033,0.5,0.005
2560,20170413,동북권,도봉구,69,23,0.039,0.028,0.5,0.006
2561,20170413,동북권,강북구,58,23,0.042,0.03,0.5,0.005
2562,20170413,동북권,성북구,74,25,0.033,0.035,0.7,0.006
