일자,요일,city,교통량
20190101.0,일,강남구,1419.2789242930714
20190101.0,일,강동구,1661.3806262889768
20190101.0,일,강서구,1230.7810321350762
20190101.0,일,관악구,1048.8064746732025
20190101.0,일,광진구,1035.1229260935143
20190101.0,일,구로구,551.9895489777108
20190101.0,일,금천구,894.0863728213742
20190101.0,일,노원구,1244.5906831322275
20190101.0,일,도봉구,784.8774038461539
20190101.0,일,동대문구,2513.4366666666665
20190101.0,일,동작구,3121.8151927437643
20190101.0,일,마포구,3069.019931683265
20190101.0,일,서대문구,1011.3494061085972
20190101.0,일,서초구,1655.775239448616
20190101.0,일,성동구,1188.3531527441626
20190101.0,일,성북구,1419.993800276521
20190101.0,일,송파구,1118.91464895482
20190101.0,일,양천구,1579.8948159874224
20190101.0,일,영등포구,1106.9512720789498
20190101.0,일,용산구,1440.8335212725199
20190101.0,일,은평구,913.8820291327914
20190101.0,일,종로구,702.0452314574216
20190101.0,일,중구,562.0230996197548
20190101.0,일,중랑구,1481.2774772970083
20190102.0,수,강남구,1896.85
20190102.0,수,강동구,1926.722222222222
20190102.0,수,강서구,1573.7238425925923
20190102.0,수,관악구,1234.0945945945946
20190102.0,수,광진구,1550.2499999999998
20190102.0,수,구로구,715.5416666666666
20190102.0,수,금천구,1208.1734887274747
20190102.0,수,노원구,1432.8083333333332
20190102.0,수,도봉구,1021.4374999999999
20190102.0,수,동대문구,2624.458333333333
20190102.0,수,동작구,3473.0
20190102.0,수,마포구,3503.3717892156865
20190102.0,수,서대문구,1276.75
20190102.0,수,서초구,2052.4
20190102.0,수,성동구,1645.675
20190102.0,수,성북구,1659.2583333333332
20190102.0,수,송파구,1438.1309523809525
20190102.0,수,양천구,1910.15625
20190102.0,수,영등포구,1580.046296296296
20190102.0,수,용산구,1705.9285714285713
20190102.0,수,은평구,1035.4481132075473
20190102.0,수,종로구,932.0610487138829
20190102.0,수,중구,870.4881443334567
20190102.0,수,중랑구,1794.7708333333335
20190103.0,목,강남구,1962.2210935374146
20190103.0,목,강동구,1952.013888888889
20190103.0,목,강서구,1627.8685185185186
20190103.0,목,관악구,1238.5489864864862
20190103.0,목,광진구,1624.8333333333333
20190103.0,목,구로구,742.8472222222222
20190103.0,목,금천구,1248.016575091575
20190103.0,목,노원구,1476.5416666666667
20190103.0,목,도봉구,1067.1458333333333
20190103.0,목,동대문구,2695.125
20190103.0,목,동작구,3591.8958333333335
20190103.0,목,마포구,3568.428436207151
20190103.0,목,서대문구,1347.9375
20190103.0,목,서초구,2133.7916666666665
20190103.0,목,성동구,1765.0416666666667
20190103.0,목,성북구,1719.925
20190103.0,목,송파구,1523.5535714285713
20190103.0,목,양천구,1980.6770833333333
20190103.0,목,영등포구,1661.5833333333333
20190103.0,목,용산구,1798.190476190476
20190103.0,목,은평구,1056.9682362528345
20190103.0,목,종로구,995.6662884727062
20190103.0,목,중구,922.4555541831359
20190103.0,목,중랑구,1819.8125
20190104.0,금,강남구,2029.7682189542484
20190104.0,금,강동구,2018.7083333333333
20190104.0,금,강서구,1640.1131685906687
20190104.0,금,관악구,1284.1706081081084
20190104.0,금,광진구,1639.5833333333333
20190104.0,금,구로구,759.3680555555555
20190104.0,금,금천구,1285.9497863247864
20190104.0,금,노원구,1511.8083333333332
20190104.0,금,도봉구,1091.3541666666667
20190104.0,금,동대문구,2713.875
20190104.0,금,동작구,3649.9999999999995
20190104.0,금,마포구,3597.1468788126663
20190104.0,금,서대문구,1385.03125
20190104.0,금,서초구,2186.9874999999997
20190104.0,금,성동구,1782.075
20190104.0,금,성북구,1723.0583333333332
20190104.0,금,송파구,1565.761904761905
20190104.0,금,양천구,2039.489583333333
20190104.0,금,영등포구,1662.247232457798
20190104.0,금,용산구,1844.547619047619
20190104.0,금,은평구,1062.1291993464051
20190104.0,금,종로구,1010.6935854626403
20190104.0,금,중구,935.8322765700483
20190104.0,금,중랑구,1854.5416666666665
20190105.0,토,강남구,1731.0225655579372
