"","미세먼지.....","초미세먼지.....","오존.ppm.","이산화질소농도.ppm.","일산화탄소농도.ppm.","아황산가스농도.ppm.","평균기온..C.","최저기온..C.","최고기온..C.","일강수량.mm.","최대.순간.풍속.m.s.","평균.풍속.m.s.","최대.순간.풍속.풍향.deg.","beijing_pm25","beijing_pm10","beijing_o3","beijing_no2","beijing_so2","beijing_.co","dalian_pm25","dalian_pm10","dalian_o3","dalian_no2","dalian_so2","dalian_co","qingdao_pm25","qingdao_pm10","qingdao_o3","qingdao_no2","qingdao_so2","qingdao_co","shanghai_pm25","shanghai_pm10","shanghai_o3","shanghai_no2","shanghai_so2","shanghai_co","shenyang_pm25","shenyang_pm10","shenyang_o3","shenyang_no2","shenyang_so2","shenyang_co","tianjin_pm25","tianjin_pm10","tianjin_o3","tianjin_no2","tianjin_so2","tianjin_co","교통량"
"17974",71,41,0.016,0.035,0.6,0.005,4.1,1.8,7.4,16,7.7,1.8,11.3,160,42,32,7,1,2,130,38,42,10,9,8,86,69,36,10,4,5.06,97,64,44,23,4,7,227,58,30,16,9,6,184,41,36.25,12,9,5,1997.66477
"3642",22,20,0.041,0.015,0.4,0.005,31.4,28.2,35.2,0,8.8,2.3,270,144,46,64,6,1,7,63,41,46,5,3,8,73,44,41,1,1.78,3.86,83,40,66.68,9,2,4,98,19,38,8,3,3,152,45,67.62,13,3,10,2903.291667
"5816",28,21,0.03,0.02,0.4,0.003,28.9,26.3,32.8,11.5,6,1.3,222.2,51,36,61,15,1,3,72,40,73,11,4,9,119,53,132,13,3,4,150,71,127,17,4,9,63,34,60,19,1,2,87,46,80,18,3,3,1448.466667
"15921",58,44,0.005,0.043,0.8,0.007,0.4,-3,3.1,0,3.4,0.6,73.1,108,50,24,6,2,2,63,62,25,19,11,12,1,1,25.7,10.71,7.4,6.16,78,73,32,23,5,12,179,52,16,18,12,10,174,55,29.41,8,4,6,1244.016282
"11128",41,21,0.014,0.047,0.6,0.008,7.4,1.7,12.8,0,7.1,1.5,270,111,45,20,18,2,5,139,45,23,18,9,6,172,94,26,32,10,9.07,128,14,30,18,2,3,106,43,14,23,18,7,191,73,27.23,14,4,9,2738.125
"27993",38,0.005,30,0.011,0.028,0.6,3.4,2.1,5,21,6.9,1.4,289.7,97,80,27,13,3,8,135,73,33,7,8,6,183,129,35,12,5,7.17,143,94,35,15,4,8,161,54,23,14,16,6,143,114,32.06,12,5,8,1340.17083333333
"20536",53,0.003,35,0.003,0.06,0.9,-2.1,-4.5,1.2,0,3.1,0.8,36.6,137,104,2,36,2,16,96,83,43,15,9,10,179,112,40,32,10,11.34,109,68,33,44,6,9,138,69,15,24,26,13,175,88,23.47,29,2,15,2066.03332641865
"2077",16,6,0.033,0.008,0.2,0.004,24.1,16.8,30.7,0,5.7,1.1,95.6,47,35,29,17,1,7,38,30,43,7,3,6,39,32,23,6.09,1,3.26,56,25,35.47,7,2,4,101,46,53,16,8,7,141,34,50.97,10,3,10,1474.311136
"16585",62,25,0.037,0.032,0.4,0.004,13.7,10.4,19.2,0,8.2,2.4,47.8,95,73,39,30,3,6,90,65,39,17,9,7,58,71,55,20,5,7,139,71,42,32,6,6,67,52,39,15,2,2,96,68,51,28,11,10,1353.1875
"14039",51,29,0.013,0.045,0.8,0.005,2.1,-0.7,7.2,0,4.6,1.4,326.3,236,135,16,53,20,27,146,69,62,12,15,15,151,82,59,8,12,7,157,62,63,30,8,6,184,77,40,22,26,9,169,144,7,59,33,33,1549.255057
"23271",18,0.004,17,0.049,0.013,0.5,25.6,21.4,30.5,0,6.1,1.2,216.6,59,68,106,18,1,7,58,24,76,12,6,7,59,39,70,21,3,4.52,128,33,60,14,2,7,58,38,56,19,11,9,90,55,80.18,17,5,8,1911.45833333333
"26695",38,0.004,24,0.027,0.037,0.4,8.4,3.9,13.8,0,7.3,1.7,326.3,142,95,59,27,5,6,77,91,93,14,8,6,64,67,57,16,4,6.84,134,42,40,20,2,6,131,339,45,22,11,11,129,124,49.05,21,8,10,1572.21929318
"12788",46,24,0.015,0.032,0.6,0.006,-0.7,-4.1,3.3,0,6.3,1.1,199.7,86,35,21,15,2,4,82,41,24,11,7,6,110,88,29,27,14,8.63,160,60,19,27,5,8,127,47,19,16,13,4,140,54,28.53,22,4,6,1980.055556
"23765",12,0.004,2,0.029,0.01,0.1,26.7,24.7,29.6,0,7.1,2.8,210.9,51,44,90,9,1.59999999999999,6,73,23,65,5,1,7,53,53,54,18,1,4.08,67,34,82,13,3,2,86,21,49,6,2,7,83,37,69.77,6,6,6,1212.125
"23034",42,0.002,20,0.033,0.015,0.4,25.6,22.2,30.1,2,5,1.4,126.6,81,24,29,8,1.43999999999999,1,106,46,104,8,3,11,59,71,120,20,6,6.57,94,30,39,17,2,5,90,36,56,11,5,6,114,40,62.71,11,3,5,1779.24972371328
"7643",32,20,0.024,0.04,0.6,0.004,12.7,8.7,17.8,0,6,1.5,241.9,186,83,27,28,3,12,132,45,49,9,6,7,74,128,70,36,10,9.89,67,16,28,22,2,5,174,75,45,18,17,10,186,98,46.07,27,6,14,844.5756265
"24848",29,0.003,17,0.045,0.011,0.4,20.95,15.975,27.7,3.75,9.475,1.75,108.925,76,36,25,11,1,6,71,37,38,12,4,6,88,45,43,22,2,4.6,137,71,124,17,5,6,37,17,25,12,3,3,100,31,44.48,13,6,5,936.311574074074
"16008",59,46,0.007,0.071,1.1,0.008,1.2,-3,5.5,0,5.4,1.4,236.3,289,56,31,30,11,12,154,70,54,16,16,11,129,101,50,18,11,8,157,49,38,31,6,6,167,70,33,23,21,4,247,172,13,51,29,39,1078.777152
"13072",47,34,0.025,0.028,0.4,0.002,15,9.6,20,4.5,9.9,2.3,326.3,68,43,40,13,1,1,72,48,51,12,5,5,62,39,39,14,3,4.16,162,40,90,17,3,3,103,53,39,15,5,4,74,41,44.88,19,9,7,743.8104543
"5221",26,17,0.025,0.017,0.3,0.005,30.8,28,34.3,0,6.3,2.1,261.6,28,26,79,14,2.52,5,90,71,68,5,4,10,97,75,72,16,2,5.9,107,61,98.18,28,4,7,72,32,25,17,4,7,80,46,66.97,14,4.54,14,2039.816667
"7359",32,24,0.046,0.02,0.4,0.003,27.9,22.9,33.5,0,6.7,1.7,300.9,151,74,38,17,2,13,112,83,42,4,3,8,118,63,68,6,1,5,72,42,87,16,5,5,106,46,91,16,9,6,113,52,30,19,3,9,1956.55440601109
"22815",0,0,0,0,0,0,22.4,20.5,27.7,58.5,5.7,0.8,132.2,119,69,130,21,1,6,88,32,76,9,3,7,83,57,76,16,3,5.98,65,15,9,12,2,5,61,34,47,22,9,9,119,71,80.57,29,5,8,1272.60416666667
"24110",35,0.003,29,0.025,0.02,0.5,22.2,19.3,27.4,34,6.6,0.9,118.1,149,49,82,14,1,8,106,28,59,4,2,5,155,66,94,8,2,4.79,82,26,30,9,2,3,152,42,67,11,9,8,124,45,73.58,19,3,10,1455.15544871795
"26754",49,0.002,29,0.039,0.012,0.4,5.6,4.2,8.9,0,11.5,3.6,267.2,41,34,34,15,3.45,3,44,37,32,19,8,5,70,72,43,26,7,6.22,64,51,60,23,3,6,82,34,31,19,5,5,63,58,35.5,21,10,16,1421.15
"3967",23,9,0.037,0.023,0.3,0.002,16.4,11.5,22.3,0,7,1.9,36.6,140,90,95,31,6,10,96,57,84,14,8,7,77,41,41,9,2,5.51,101,43,66,10,3,3,113,96,91,16,13,8,110,69,86.41,18,12,10,1285.767764
"19257",94,64,0.004,0.062,1.1,0.005,0.7,-3.8,3.7,0,1.9,0.3,160.3,341,18,33,8,3,2,183,77,32,17,13,13,125,127,39,12,20,12,134,82,22,23,5,12,215,78,24,23,37,7,241,46,29,17,9,10,1146.556937
"13957",50,24,0.014,0.051,0.7,0.006,8.6,1.5,16.1,0,5.8,1.2,146.3,223,150,18,21,4,8,113,63,23,20,11,12,102,39,23,7,2,4.67,99,31,48,15,3,5,107,41,30,11,8,5,205,122,30.49,17,9,9,1177.6
"19447",100,64,0.005,0.08,1.1,0.008,4,-1.9,6.9,0,3.61148708513709,0.8,115.570342670402,227,89,32,19,5,9,185,66,39,12,7,11,117,50,67,15,3,6.6,110,33,35,18,3,5,173,104,16,35,33,17,196,106,33.19,23,19,14,1635.010951
"18851",82,52,0.011,0.046,0.5,0.005,4.3,1.4,7.8,0,7.5,1.9,230.6,383,387,6,67,8,67,174,91,29,32,22,23,217,194,6,44,24,26,178,55,28,37,8,8,180,94,7,42,72,20,329,157,4,55,23,77,1786.210119
"1175",12,7,0.02,0.018,0.4,0.004,24.6,22.8,26.1,120.5,5.4,1.2,239.1,81,69,175,27,2,7,61,60,135,7,3,10,100,71,94,15,6,7,61,33,83,15,3,4,80,50,109,11,1,7,77,78,129,24,5,9,2101.262963
"21787",18,0.004,13,0.016,0.013,0.4,14.1,7.2,22.3,0,7.3,1.2,104.1,156,67,15,33,1,12,145,88,65,14,5,11,172,110,100,35,7,10.24,77,49,54,21,4,5,202,105,41,28,11,15,166,86,51.02,32,5,13,1600.75833333333
"6596",30,16,0.009,0.046,0.5,0.003,20.2,18.2,23.6,2.5,3.9,0.9,348.8,57,58.77,64.79,20.22,1.78,7.13,75,38.09,62.62,10.97,5.14,8.03,48,41.38,57.34,12.16,2.72,4.76,119,41.44,52.11,13.92,3.49,5.28,113,42.29,47.65,19.23,7.6,6.96,97.28,55.93,63.64,19.25,5.77,9.73,1865.541667
"27812",36,0.007,14,0.018,0.023,0.3,-4.8,-8.6,-1.9,0,5.3,1.8,326.3,83,49,27,16,5,5,57,70,25,17,15,11,65,76,32,14,6,7.25,73,30,32,14,4,5,160,72,20,22,25,12,88,83,27.45,19,6,9,591.909722222222
"14673",53,33,0.017,0.043,0.7,0.004,12,5.3,17.6,0,2.4,0.5,75.9,196,97.58,20,35,1,14,159,74,54,18,7,10,79,81,59,30,6,11,89,33,50,25,4,5,198,85,35,31,24,10,182.07,100.52,35.93,34.83,7.34,15.78,1680.840902
"16778",63,37,0.031,0.025,0.4,0.003,26.5,23,31.4,0,6.2,1.4,354.4,144,81,129,19,2,8,114,40,64,5,4,9,32,22,52,5,1,3,70,48,73,17,2,5,146,62,105,11,9,7,147,75,131,12,3,8,2008.958334
"7468",32,16,0.018,0.018,0.3,0.004,-7.5,-9.1,-4.5,0,12.3,3.1,250.3,29,46,16,25,6,6,73,33,26,17,19,7,100,35,28,12,7,5.28,137,39,27,22,6,6,148,56,22,20,25,10,50,49,21.11,34,12,12,1732.612019
"3376",21,11,0.021,0.029,0.4,0.003,19.3,12,25.9,0,4.98175000000001,1.1,71.6131595238096,114,72,55,25,4,10,77,36,47,13,4,7,105,60,97,25,6,6.89,75,24,44,7,2,3,138,57,42,34,13,13,138,80,58.87,34,4,9,1687.00641
"9274",36,17,0.015,0.03,0.7,0.003,13.8,10.3,19.5,0,5.9,1.1,306.6,96,49,25,25,1,6,42,37,26,17,5,6,83,56,38,23,7,7.12,115,31,38,12,3,4,103,54,20,29,8,7,151,83,44.36,29,5,12,1613.646882
"22980",24,0.006,18,0.035,0.015,0.4,24.1,20.2,26.9,22,11.5,2.2,261.6,17,22,42,10,1.89999999999999,2,37,19,36,9,3,7,83,38,83,16,4,4.37,82,56,84,23,2,8,53,17,19,11,4,4,52,35,48.54,16,4,5,1814.375
"207",4,1,0.028,0.007,0.3,0.005,18,15.9,21.6,81,8.2,2.1,47.8,29,30,26,16,1,3,73,29,29,10,3,7,102,62,40,30,8,6.38,88,49,90,14,3,4,93,54,21,24,14,11,86,59,47.54,17,4,7,1566.571253
"27714",55,0.004,32,0.009,0.05,0.6,-1,-7.2,6.1,0,5.4,0.8,348.8,133,22,27,4,1,1,111,43,29,14,7,7,129,63,37,13,4,4.97,93,19,27,17,2,2,156,60,22,19,9,8,106,21,35.78,7,2,4,3726.14583333333
"27827",37,0.005,15,0.024,0.022,0.4,-5.2,-8.5,-1.5,0,9.3,3.9,334.7,38,33,20,11,3,3,67,26,25,12,10,4,108,31,24,8,5,4.76,58,25,29,9,3,3,116,64,22,18,16,8,52,48,29.41,15,5,6,3448.52083333333
"23029",27,0.003,15,0.038,0.034,0.5,25.6,21.8,29.2,7.5,5.3,1.2,286.9,81,24,29,8,1.41999999999999,1,106,46,104,8,3,11,59,71,120,20,6,6.56,94,30,39,17,2,5,90,36,56,11,5,6,114,40,61.68,11,3,5,1794.04166666667
"10448",39,12,0.012,0.027,0.5,0.004,-9.2,-12.8,-4.6,0,8.2,2.3,340.3,35,27,19,11,2,3,45,32,21,12,8,6,67,62,23,20,8,6.24,94,39,20,17,4,6,72,43,17,15,13,6,42,47,26.45,19,5,6,1602.833333
"13849",50,37,0.021,0.039,0.7,0.004,21,17.6,24.8,0,3.6,1.1,92.8,91.28,23,35,19,1,3,87.08,46,59,16,7,11,81.59,52,96,6,5,8,88.87,26,33,16,3,9,85.22,19,25,18,3,3,105.01,47.81,43,19.06,4.77,8.1,1180.708333
"23277",29,0.005,18,0.054,0.012,0.6,25.9,23.5,30.1,0,8.1,2.8,272.8,38,47,79,16,1.78,4,46,27,102,13,5,9,70,44,61,23,3,4.86,143,56,71,16,2,8,40,21,32,12,5,6,61,55,72.85,22,5,7,3426.41666666667
"14339",52,39,0.027,0.038,0.7,0.005,5.6,2.8,10.9,2,10.9,1.5,323.4,47,58,24,20,5,5,104,48,35,14,13,8,116,58,36,9,6,3,137,52,36,19,6,6,37,69,22,31,51,9,75,57,28,23,12,11,1591.49570681263
"19630",108,102,0.006,0.062,0.9,0.008,3.1,-0.1,7.6,0,5.1,1.3,202.5,107,70,5,42,6,10,130,95,21,27,15,18,1,1,20.83,22.06,9.71,8.57,176,68,27,28,3,7,178,91,10,31,34,17,135,76,19.23,32,12,12,1264.479167
